column_name,code_value,code_label,code_description,display_order,is_active,parent_code,state_transition
COLUMN_FORMAT,"#,##0.00000000","#,##0.00000000","#,##0.00000000",1035,Y,,
COLUMN_FORMAT,YYYY/MM/DD,YYYY/MM/DD,YYYY/MM/DD,1089,Y,,
COLUMN_FORMAT,[General],[General],[General],1091,Y,,
COMBINATION_YN,N,N,N,1078,Y,,
COMBINATION_YN,Y,Y,Y,1089,Y,,
COMM_BAUDRATES,115200,115200,115200,115200,Y,,
COMM_BAUDRATES,19200,19200,19200,19200,Y,,
COMM_BAUDRATES,9600,9600,9600,9600,Y,,
COMM_BAUDRATES,NONE,NONE,NONE,1078,Y,,
COMM_DATABITS,7,7,7,7,Y,,
COMM_DATABITS,8,8,8,8,Y,,
COMM_DATABITS,NONE,NONE,NONE,1078,Y,,
COMM_PARITYBITS,1,1,1,1,Y,,
COMM_PARITYBITS,N,NONE,NONE,1078,Y,,
COMM_PORTS,1,COM1,COM1,1,Y,,
COMM_PORTS,10,COM10,COM10,10,Y,,
COMM_PORTS,11,COM11,COM11,11,Y,,
COMM_PORTS,12,COM12,COM12,12,Y,,
COMM_PORTS,13,COM13,COM13,13,Y,,
COMM_PORTS,14,COM14,COM14,14,Y,,
COMM_PORTS,15,COM15,COM15,15,Y,,
COMM_PORTS,16,COM16,COM16,16,Y,,
COMM_PORTS,17,COM17,COM17,17,Y,,
COMM_PORTS,18,COM18,COM18,18,Y,,
COMM_PORTS,19,COM19,COM19,19,Y,,
COMM_PORTS,2,COM2,COM2,2,Y,,
COMM_PORTS,3,COM3,COM3,3,Y,,
COMM_PORTS,4,COM4,COM4,4,Y,,
COMM_PORTS,5,COM5,COM5,5,Y,,
COMM_PORTS,6,COM6,COM6,6,Y,,
COMM_PORTS,7,COM7,COM7,7,Y,,
COMM_PORTS,8,COM8,COM8,8,Y,,
COMM_PORTS,9,COM9,COM9,9,Y,,
COMM_PORTS,NONE,NONE,NONE,1078,Y,,
COMM_STOPBITS,1,1,1,1,Y,,
COMM_STOPBITS,N,NONE,NONE,1078,Y,,
COMPANY_CODE,*,*,*,1042,Y,,
COMPANY_CODE,DY82,DY82,DY82,1068,Y,,
COMPANY_NO,0,솔루엠,솔루엠,0,Y,,
COMPARISON_STATUS,A,추가,추가,1065,Y,,C
COMPARISON_STATUS,C,수량변경,수량변경,1067,Y,,
COMPARISON_STATUS,D,삭제,삭제,1068,Y,,
COMPARISON_STATUS,M,납기변경,납기변경,1077,Y,,
COMPLAINTS_DIVISION,C,비용청구,비용청구,1067,Y,,
COMPLAINTS_DIVISION,N,대기,대기,1078,Y,,
COMPLAINTS_DIVISION,P,교체,교체,1080,Y,,
COMPLAINTS_DIVISION,R,재검의뢰,재검의뢰,1082,Y,,
COMPLAINTS_DIVISION,W,재작업,재작업,1087,Y,,
COMPLAINTS_GRADE,A,고객In-Line,고객In-Line,1065,Y,,
COMPLAINTS_GRADE,B,0 km,0 km,1066,Y,,
COMPLAINTS_GRADE,C,CS1000/10000,CS1000/10000,1067,Y,,
COMPLAINTS_GRADE,D,수입검사,수입검사,1068,Y,,
COMPLAINTS_GRADE,E,기타,기타,1069,Y,,
COMPLETE_FLAG,N,진행중,진행중,1078,Y,,
COMPLETE_FLAG,Y,완료,완료,1089,Y,,
COMPLETE_YN,A,분석중,분석중,1065,Y,,
COMPLETE_YN,C,고객사의뢰,고객사의뢰,1067,Y,,
COMPLETE_YN,N,처리중,처리중,1078,Y,,
COMPLETE_YN,W,대기,대기,1087,Y,,
COMPLETE_YN,Y,완료,완료,1089,Y,,
CONFIRM_STATUS,N,아니오,아니오,1078,Y,,Y
CONFIRM_STATUS,W,대기,대기,1087,Y,,P
CONFIRM_STATUS,Y,예,예,1089,Y,,
CONFIRM_YN,N,아니오,아니오,1078,Y,,
CONFIRM_YN,W,대기,대기,1087,Y,,
CONFIRM_YN,Y,예,예,1089,Y,,
CONTENT_TYPE,M,금형수리통보,금형수리통보,1077,Y,,
CONTENT_TYPE,S,기술과통보,기술과통보,1083,Y,,
COST_ELEMENT,D,감가상각비,감가상각비,1068,Y,,
COST_ELEMENT,DE,직접제조경비,직접제조경비,1068,Y,,
COST_ELEMENT,DL,직접노무비,직접노무비,1068,Y,,
COST_ELEMENT,DM,직접재료비,직접재료비,1068,Y,,
COST_ELEMENT,ID,간접노무비,간접노무비,1073,Y,,
COST_ELEMENT,IE,간접제조경비,간접제조경비,1073,Y,,
COST_ELEMENT,IM,간접재료비,간접재료비,1073,Y,,
COST_ELEMENT,S,판매관리비,판매관리비,1083,Y,,
COST_WORK_CENTER_DIV,C,코스트센터,코스트센터,1067,Y,,
COST_WORK_CENTER_DIV,W,워크센터,워크센터,1087,Y,,
CREDIT_GRADE,A,좋음,좋음,1065,Y,,
CREDIT_GRADE,B,양호,양호,1066,Y,,
CREDIT_GRADE,C,C,C,1067,Y,,
CURRENCY,CNY,인민페,인민페,1067,Y,,
CURRENCY,HKD,홍콩달러,홍콩달러,1072,Y,,
CURRENCY,JPY,엔화,엔화,1074,Y,,
CURRENCY,KRW,원화,원화,1075,Y,,
CURRENCY,MXN,멕시코페소,멕시코페소,1077,Y,,
CURRENCY,USD,달러,달러,1085,Y,,
CURRENCY,VND,동,동,1086,Y,,
CURRENCY,WON,원화,원화,1087,Y,,
CURRENTLY_IN_USE,N,미적용,미적용,1078,Y,,
CURRENTLY_IN_USE,Y,현재버전,현재버전,1089,Y,,
CUSTOMER_CLOSE_YN,N,미완료,미완료,1078,Y,,
CUSTOMER_CLOSE_YN,Y,완료,완료,1089,Y,,
CUSTOMS_CODE,1213940119,천진세관,천진세관,1213940119,Y,,
CUSTOMS_CODE,4200,칭도세관,칭도세관,4200,Y,,
CUSTOMS_CODE,5300,深？海？,深？海？,5300,Y,,
CUSTOMS_CODE,5307,남두해관,남두해관,5307,Y,,
CUSTOMS_PORT,0100,,,100,Y,,
CUSTOMS_PORT,0200,,,200,Y,,
CUSTOMS_PORT,0201,천진항,천진항,201,Y,,
CUSTOMS_PORT,0202,,,202,Y,,
CUSTOMS_PORT,0207,,,207,Y,,
CUSTOMS_PORT,4204,위해세관,위해세관,4204,Y,,
D,CS10000,CS10000,CS10000,1067,Y,,
D,데스크탑,데스크탑,데스크탑,46936,Y,,
DATA_TYPE,DATE,일자,일자,1068,Y,,
DATA_TYPE,NUMBER,번호,번호,1078,Y,,
DATA_TYPE,STRING,줄,줄,1083,Y,,
DEFAULT_LOCATION_CODE,L1,L1,L1,1076,Y,,
DEFAULT_LOCATION_CODE,LOCATION,L1,L1,1076,Y,,
DEFAULT_RECEIVER_CODE,RECEIVER,JICCHEJIAN,JICCHEJIAN,1082,Y,,
DEFAULT_WAREHOUSE_CODE,W1,W1,W1,1087,Y,,
DEFAULT_WAREHOUSE_CODE,WAREHOUSE,W1,W1,1087,Y,,
DEFECT_TYPE,M,원재료,원재료,1077,Y,,
DEFECT_TYPE,P,공정,공정,1080,Y,,
DELIVERY,1,수출,수출,1,Y,,
DELIVERY,2,내수,내수,2,Y,,
DELIVERY_LOCATION_CODE,G01,G01,G01,1071,Y,,
DELIVERY_LOCATION_CODE,G02,G02,G02,1071,Y,,
DELIVERY_LOCATION_CODE,G03,G03,G03,1071,Y,,
DELIVERY_METHOD,A,AIR,AIR,1065,Y,,
DELIVERY_METHOD,C,CAR,CAR,1067,Y,,
DELIVERY_METHOD,S,SHIP,SHIP,1083,Y,,
DELIVERY_METHOD,T,TRAIN,TRAIN,1084,Y,,
DELIVERY_PLACE,A,MRO,MRO,1065,Y,,
DELIVERY_PLACE,FAC-A,FAC-A,FAC-A,1070,Y,,
DELIVERY_PLACE,FAC-B,FAC-B,FAC-B,1070,Y,,
DEPARTMENT_CODE,G,생산기술,생산기술,1071,Y,,
DEPARTMENT_CODE,J,자재,자재,1074,Y,,
DEPARTMENT_CODE,S,생산,생산,1083,Y,,
DEPARTURE_STATUS,A,도착,도착,1065,Y,,C
DEPARTURE_STATUS,C,취소,취소,1067,Y,,
DEPARTURE_STATUS,D,출발,출발,1068,Y,,
DEPARTURE_STATUS,R,입고,입고,1082,Y,,A
DEST_WH_CODE,A,A,A,1065,Y,,
DEST_WH_CODE,B,B,B,1066,Y,,
DEST_WH_CODE,C,C,C,1067,Y,,
DEST_WORKSTAGE_CODE,L001,L001,L001,1076,Y,,
DESTROY_REASON_CODE,BAD1,파손,파손,1066,Y,,
DESTROY_REASON_CODE,BAD3,BAD3,BAD3,1066,Y,,
DESTROY_REASON_CODE,BAD2,BAD2,BAD2,1066,Y,,
DETECT_LOCATION,A,사내공정,사내공정,1065,Y,,
DETECT_LOCATION,B,고객사,고객사,1066,Y,,
DETECT_LOCATION,C,사내창고,사내창고,1067,Y,,
DIRECT_YN,N,간접,간접,1078,Y,,
DIRECT_YN,Y,직접,직접,1089,Y,,
DISTRIBUTE_TYPE,A,평균분할,평균분할,1065,Y,,
DISTRIBUTE_TYPE,B,금액율분할,금액율분할,1066,Y,,
DIV,MATERIAL,원자재,원자재,1077,Y,,
DIV,MOLD,금형,금형,1077,Y,,
DIV,SUBMAT,부자재,부자재,1083,Y,,
DIV_FEEDER_LAYOUT,N,주자재,주자재,1078,Y,,
DIV_FEEDER_LAYOUT,Y,대치품,대치품,1089,Y,,
DOC_CODE,*,*,*,1042,Y,,
DOC_CODE,BARCODE,BARCODE,BARCODE,1066,Y,,
DOC_CODE,WORKORDER,WORKORDER,WORKORDER,1087,Y,,
DOC_GROUP,*,*,*,1042,Y,,
DOC_GROUP,SMD,SMD,SMD,1083,Y,,
DOCUMENT_ATTACH_STATUS,C,완료,완료,1067,Y,,
DOCUMENT_ATTACH_STATUS,D,삭제,삭제,1068,Y,,
DOCUMENT_ATTACH_STATUS,N,신규,신규,1078,Y,,Y
DOCUMENT_EXTENSION,DOC,DOC,DOC,1068,Y,,
DOCUMENT_EXTENSION,TXT,텍스트,텍스트,1084,Y,,
DOCUMENT_FORMAT,DOC,DOC,DOC,1068,Y,,
DOCUMENT_FORMAT,HWP,HWP,HWP,1072,Y,,
DOCUMENT_FORMAT,PPT,PPT,PPT,1080,Y,,
DOCUMENT_FORMAT,TXT,TXT,TXT,1084,Y,,
DOCUMENT_FORMAT,XLS,XLS,XLS,1088,Y,,
DOCUMENT_GROUP,NEWS,뉴스,뉴스,1078,Y,,
DOCUMENT_GROUP,REPORT,리포트,리포트,1082,Y,,
DRAWING_DIVISION,A,검점표,검점표,1065,Y,,
DRAWING_DIVISION,B,작업표준,작업표준,1066,Y,,
DRAWING_DIVISION,M,금형,금형,1077,Y,,
DRAWING_DIVISION,Q,승인원,승인원,1081,Y,,
DY,DY,,,1068,Y,,
E,ETC,ETC,ETC,1069,Y,,
ECO_DIVISION,A,MAN,MAN,1065,Y,,
ECO_DIVISION,B,MATERIAL,MATERIAL,1066,Y,,
ECO_DIVISION,C,MACHINE,MACHINE,1067,Y,,
ECO_DIVISION,D,METHODE,METHODE,1068,Y,,
ECO_REASON_CODE,C,기능변경,기능변경,1067,Y,,
ECO_REASON_CODE,I,성능향상,성능향상,1073,Y,,
ECO_REASON_CODE,P,원가절감,원가절감,1080,Y,,
ECO_STATUS,C,검토,검토,1067,Y,,
ECO_STATUS,Y,적용,적용,1089,Y,,
ECO_TYPE,C,자삽입,자삽입,1067,Y,,
ECO_TYPE,D,삭제,삭제,1068,Y,,
ECO_TYPE,I,추가,추가,1073,Y,,
ECO_TYPE,M,변경,변경,1077,Y,,
ECO_TYPE,R,대체,대체,1082,Y,,
EDITMASK,"#,##0","#,##0","#,##0",1035,Y,,
EDITMASK,"#,##0.00","#,##0.00","#,##0.00",1035,Y,,
EDITMASK,"#,##0.0000","#,##0.0000","#,##0.0000",1035,Y,,
EDITMASK,"#,##0.00000000","#,##0.00000000","#,##0.00000000",1035,Y,,
EDITMASK,YYYY/MM/DD,YYYY/MM/DD,YYYY/MM/DD,1089,Y,,
EDITMASK,[General],[General],[General],1091,Y,,
EMS_CHANGE_TITLE,1,변경전,변경전,1,Y,,
EMS_CHANGE_TITLE,2,변경후,변경후,2,Y,,
EMS_CHANGE_TYPE,01,기간연장,기간연장,1,Y,,
EMS_CHANGE_TYPE,02,BOM변경,BOM변경,2,Y,,
EMS_CHANGE_TYPE,11,수출항목증가,수출항목증가,11,Y,,
EMS_CHANGE_TYPE,12,수출총액증가,수출총액증가,12,Y,,
EMS_CHANGE_TYPE,13,수출계약증가,수출계약증가,13,Y,,
EMS_CHANGE_TYPE,14,수출수량증가,수출수량증가,14,Y,,
EMS_CHANGE_TYPE,15,수출단가상승,수출단가상승,15,Y,,
EMS_CHANGE_TYPE,21,수출항목감소,수출항목감소,21,Y,,
EMS_CHANGE_TYPE,22,수출총액감소,수출총액감소,22,Y,,
EMS_CHANGE_TYPE,23,수출계약감소,수출계약감소,23,Y,,
EMS_CHANGE_TYPE,24,수출수량감소,수출수량감소,24,Y,,
EMS_CHANGE_TYPE,25,수출단가하락,수출단가하락,25,Y,,
EMS_CHANGE_TYPE,31,도입항목증가,도입항목증가,31,Y,,
EMS_CHANGE_TYPE,32,도입총액증가,도입총액증가,32,Y,,
EMS_CHANGE_TYPE,33,도입계약증가,도입계약증가,33,Y,,
EMS_CHANGE_TYPE,34,도입수량증가,도입수량증가,34,Y,,
EMS_CHANGE_TYPE,35,도입단가상승,도입단가상승,35,Y,,
EMS_CHANGE_TYPE,41,도입항목감소,도입항목감소,41,Y,,
EMS_CHANGE_TYPE,42,도입총액감소,도입총액감소,42,Y,,
EMS_CHANGE_TYPE,43,도입계약감소,도입계약감소,43,Y,,
EMS_CHANGE_TYPE,44,도입수량감소,도입수량감소,44,Y,,
EMS_CHANGE_TYPE,45,도입단가하락,도입단가하락,45,Y,,
EMS_IE_TYPE,E,수출,수출,1069,Y,,
EMS_IE_TYPE,I,도입,도입,1073,Y,,
EPOXY_TYPE,A,TYPE A,TYPE A,1065,Y,,
EPOXY_TYPE,B,TYPE B,TYPE B,1066,Y,,
EQUIPMENT_STATUS,B,불필요수정,불필요수정,1066,Y,,
EQUIPMENT_STATUS,C,교정중,교정중,1067,Y,,
EQUIPMENT_STATUS,N,정상,정상,1078,Y,,Y
EQUIPMENT_STATUS,S,사용중지,사용중지,1083,Y,,
ES_ITEM_TYPE,1,완제품,완제품,1,Y,,
ES_ITEM_TYPE,2,SUB ASSY,SUB ASSY,2,Y,,
ES_ITEM_TYPE,3,SUB CPT,SUB CPT,3,Y,,
ES_ITEM_TYPE,4,단품(전자),단품(전자),4,Y,,
ES_ITEM_TYPE,5,단품(일반),단품(일반),5,Y,,
ES_ITEM_TYPE,6,원/부자재,원/부자재,6,Y,,
FACTORY_CODE,A,SMD A,SMD A,1065,Y,,
FACTORY_CODE,B,SMD B,SMD B,1066,Y,,
FACTORY_CODE,C,SMD C,SMD C,1067,Y,,
FEEDER_NG_REASON,1,FEEDER SCAN ERR,FEEDER SCAN ERR,1,Y,,
FEEDER_NG_REASON,2,ITEM SCAN ERR,ITEM SCAN ERR,2,Y,,
FEEDER_NG_REASON,3,QTY ERROR,QTY ERROR,3,Y,,
FEEDER_NG_REASON,4,ITEM NO SCAN,ITEM NO SCAN,4,Y,,
FEEDER_NG_REASON,5,LOT SCAN ERR,LOT SCAN ERR,5,Y,,
FEEDER_NG_REASON,6,CONTINUE SCAN,CONTINUE SCAN,6,Y,,
FEEDER_NG_REASON,7,LINE SETUP ERR,LINE SETUP ERR,7,Y,,
FEEDER_NG_REASON,8,WORKER MISTAKE,WORKER MISTAKE,8,Y,,
FEEDER_NG_REASON,9,CATCH MISTAKE,CATCH MISTAKE,9,Y,,
FG_ISSUE_BAR_TYPE,I,PACK,PACK,1073,Y,,
FG_ISSUE_BAR_TYPE,P,PALLET,PALLET,1080,Y,,
FOLDER_STATUS,CLOSE,닫힘,닫힘,1067,Y,,
FOLDER_STATUS,NEW,신규,신규,1078,Y,,
FOLDER_STATUS,OPEN,열림,열림,1079,Y,,
FONT_WEIGHT,400,400,400,400,Y,,
FONT_WEIGHT,700,700,700,700,Y,,
FOOLPROOF,W182,SMD_PN,PBA-SMD Foolproof,1087,Y,,
FOOLPROOF,W187,SMPS_PN,PBA-SMPS Foolproof,1087,Y,,
FOREIGN_SALE_CURRENCY,USD,USD,USD,1085,Y,,
FPCB,1,F-PCB,F-PCB,1,Y,,
FQC_INSPECT_HANDLING,D,폐기,폐기,1068,Y,,
FQC_INSPECT_HANDLING,R,재작업,재작업,1082,Y,,
FQC_INSPECT_HANDLING,U,재입고,재입고,1085,Y,,
FQC_INSPECT_HANDLING,W,대기,대기,1087,Y,,
FQC_INSPECT_RESULT,P,합격,합격,1080,Y,,
FQC_INSPECT_RESULT,R,불합격,불합격,1082,Y,,
FQC_INSPECT_RESULT,W,대기,대기,1087,Y,,
FQC_STATUS,N,없음,없음,1078,Y,,Y
FQC_STATUS,Y,검사,검사,1089,Y,,
GEN_SUB_MFS_YN,N,N,N,1078,Y,,
GEN_SUB_MFS_YN,Y,Y,Y,1089,Y,,
GOODS_CLASS,B,박스,박스,1066,Y,,
GOODS_CLASS,D,도아프레임,도아프레임,1068,Y,,
GOODS_CLASS,H,HVT,HVT,1072,Y,,
GOODS_CLASS,J,전기,전기,1074,Y,,
GOODS_CLASS,L,LVT,LVT,1076,Y,,
GOODS_CLASS,Y,YXG,YXG,1089,Y,,
GOODS_DELIVERY_TYPE,D,수출,수출,1068,Y,,
GOODS_DELIVERY_TYPE,G,국내,국내,1071,Y,,
GOODS_DELIVERY_TYPE,L,로컬,로컬,1076,Y,,
GOODS_DEPOSIT_METHOD,C,주의,주의,1067,Y,,
GOODS_DEPOSIT_METHOD,N,일반,일반,1078,Y,,
GOODS_STATUS,B,,,1066,Y,,
GOODS_STATUS,G,,,1071,Y,,
GOODS_TYPE,A,반제품,반제품,1065,Y,,
GOODS_TYPE,I,부품,부품,1073,Y,,
GOODS_TYPE,P,제품,제품,1080,Y,,
GOODS_UOM,EA,EA,EA,1069,Y,,
GOODS_UOM,ST,ST,ST,1083,Y,,
GRADE,A,A,A,1065,Y,,
GRADE,B,B,B,1066,Y,,
GRADE,C,C,C,1067,Y,,
HLDS,HLDS,,,1072,Y,,
HOLIDAY_YN,N,평일,평일,1078,Y,,
HOLIDAY_YN,Y,휴일,휴일,1089,Y,,
IMAGE_FORMAT,BMP,BMP,BMP,1066,Y,,
IMAGE_FORMAT,DWG,DWG,DWG,1068,Y,,
IMAGE_FORMAT,GIF,GIF,GIF,1071,Y,,
IMAGE_FORMAT,JPG,JPG,JPG,1074,Y,,
IMAGE_FORMAT,PDF,PDF,PDF,1080,Y,,
IMAGE_FORMAT,PPT,PPT,PPT,1080,Y,,
IMAGE_FORMAT,XLS,XLS,XLS,1088,Y,,
IMPORT_MODE,*,*,*,1042,Y,,
IMPUTED_CENTER,C,코스트센터,코스트센터,1067,Y,,
IMPUTED_CENTER,W,워크센터,워크센터,1087,Y,,
INCIDENTAL_EXPENSE_CODE,C&F,C&F,C&F,1067,Y,,
INCIDENTAL_EXPENSE_CODE,C&I,C&I,C&I,1067,Y,,
INCIDENTAL_EXPENSE_CODE,CIF,CIF,CIF,1067,Y,,
INCIDENTAL_EXPENSE_CODE,FOB,FOB,FOB,1070,Y,,
INITIA_VALUE_TYPE,FUNCTION,FUNCTION,FUNCTION,1070,Y,,
INITIA_VALUE_TYPE,NORMAL,NORMAL,NORMAL,1078,Y,,
INITIA_VALUE_TYPE,SEQUENCE,SEQUENCE,SEQUENCE,1083,Y,,
INITIA_VALUE_TYPE,SQL,SQL,SQL,1083,Y,,
INITIAL_VALUE,SYSDATE,SYSDATE,SYSDATE,1083,Y,,
INITIAL_VALUE,SYSMONTH,SYSMONTH,SYSMONTH,1083,Y,,
INITIAL_VALUE_TYPE,FUNCTION,FUNCTION,FUNCTION,1070,Y,,
INITIAL_VALUE_TYPE,NORMAL,NORMAL,NORMAL,1078,Y,,
INITIAL_VALUE_TYPE,SEQUENCE,SEQUENCE,SEQUENCE,1083,Y,,
INITIAL_VALUE_TYPE,SQL,SQL,SQL,1083,Y,,
INOUT_MODE,1,1.정상장착,1.정상장착,1,Y,,
INOUT_MODE,2,2.정상해제,2.정상해제,2,Y,,
INOUT_MODE,3,3.사전장착,3.사전장착,3,Y,,
INOUT_MODE,4,4.사전장착해제,4.사전장착해제,4,Y,,
INOUT_MODE,5,5.모델교환,5.모델교환,5,Y,,
INOUT_MODE,6,6.모델해제,6.모델해제,6,Y,,
INSPECT_HANDLING,D,폐기,폐기,1068,Y,,
INSPECT_HANDLING,I,검사,검사,1073,Y,,
INSPECT_HANDLING,R,반품,반품,1082,Y,,
INSPECT_HANDLING,S,보관,보관,1083,Y,,
INSPECT_HANDLING,U,재사용,재사용,1085,Y,,
INSPECT_HANDLING,W,재작업,재작업,1087,Y,,
INSPECT_IQC_STRICT_DGREE,A,A,A,1065,Y,,
INSPECT_IQC_STRICT_DGREE,B,B,B,1066,Y,,
INSPECT_IQC_STRICT_DGREE,C,C,C,1067,Y,,
INSPECT_IQC_STRICT_DGREE,D,D,D,1068,Y,,
INSPECT_IQC_STRICT_DGREE,E,E,E,1069,Y,,
INSPECT_IQC_STRICT_DGREE,F,F,F,1070,Y,,
INSPECT_IQC_STRICT_DGREE,G,G,G,1071,Y,,
INSPECT_IQC_STRICT_DGREE,H,H,H,1072,Y,,
INSPECT_IQC_STRICT_DGREE,I,I,I,1073,Y,,
INSPECT_IQC_STRICT_DGREE,J,J,J,1074,Y,,
INSPECT_IQC_STRICT_DGREE,K,K,K,1075,Y,,
INSPECT_IQC_STRICT_DGREE,L,L,L,1076,Y,,
INSPECT_IQC_STRICT_DGREE,M,M,M,1077,Y,,
INSPECT_IQC_STRICT_DGREE,N,N,N,1078,Y,,
INSPECT_IQC_STRICT_DGREE,O,O,O,1079,Y,,
INSPECT_IQC_STRICT_DGREE,P,P,P,1080,Y,,
INSPECT_IQC_STRICT_DGREE,Q,Q,Q,1081,Y,,
INSPECT_METHOD,A,전량,전량,1065,Y,,
INSPECT_METHOD,R,검사성적서,검사성적서,1082,Y,,
INSPECT_METHOD,S,시료,시료,1083,Y,,
INSPECT_RESULT,P,합격,합격,1080,Y,,
INSPECT_RESULT,R,불합격,불합격,1082,Y,,
INSPECT_RESULT,U,재사용,재사용,1085,Y,,
INSPECT_RESULT,W,대기,대기,1087,Y,,
INSPECT_RULE,I,검사,검사,1073,Y,,
INSPECT_RULE,P,무검사,무검사,1080,Y,,
INSPECT_STRICT_DGREE,A,엄격,엄격,1065,Y,,
INSPECT_STRICT_DGREE,B,일반,일반,1066,Y,,
INSPECT_TYPE,AOI,AOI검사,AOI검사,1065,Y,,
INSPECT_TYPE,FUNCTION,성능검사,성능검사,1070,Y,,
INSPECT_TYPE,SPI,SPI,SPI,1083,Y,,
INSPECTION_CODE,AOI,AOI,AOI,1065,Y,,
INSPECTION_CODE,ASSEMBLY#1,RESULT ASSEMBLYY#1,RESULT ASSEMBLYY#1,1065,Y,,
INSPECTION_CODE,ATE,ATE,ATE,1065,Y,,
INSPECTION_CODE,AVI,AVI,AVI,1065,Y,,
INSPECTION_CODE,BURNIN,BURNIN,BURNIN,1066,Y,,
INSPECTION_CODE,CALIBRATION,CALIBRATION,CALIBRATION,1067,Y,,
INSPECTION_CODE,CASE SCREW AUTO,CASE SCREW AUTO,CASE SCREW AUTO,1067,Y,,
INSPECTION_CODE,CASE SCREW MAN,CASE SCREW MANUAL,CASE SCREW MANUAL,1067,Y,,
INSPECTION_CODE,COATING,COATING,COATING,1067,Y,,
INSPECTION_CODE,DIMENTION,DIMENTION,DIMENTION,1068,Y,,
INSPECTION_CODE,FAN TEST,FAN TEST,FAN TEST,1070,Y,,
INSPECTION_CODE,FT#1,FT#1,FT#1,1070,Y,,
INSPECTION_CODE,FT#2,FT#2,FT#2,1070,Y,,
INSPECTION_CODE,FWDN,FWDN ( ROM WRITE),FWDN ( ROM WRITE),1070,Y,,
INSPECTION_CODE,HIPOT,HIPOT,HIPOT,1072,Y,,
INSPECTION_CODE,HIPOT#1,HIPOT#1,HIPOT#1,1072,Y,,
INSPECTION_CODE,HIPOT#2,HIPOT#2,HIPOT#2,1072,Y,,
INSPECTION_CODE,ICT,ICT,ICT,1073,Y,,
INSPECTION_CODE,LED FWDN,LED FWDN,LED FWDN,1076,Y,,
INSPECTION_CODE,MAN SCREW#1,MAN SCREW#1,MAN SCREW#1,1077,Y,,
INSPECTION_CODE,MAN SCREW#2,MAN SCREW#2,MAN SCREW#2,1077,Y,,
INSPECTION_CODE,MAN SCREW#3,MAN SCREW#3,MAN SCREW#3,1077,Y,,
INSPECTION_CODE,SERVER FWDN,SERVER FWDN,SERVER FWDN,1083,Y,,
INSPECTION_CODE,SURE SCREW,SURE SCREW,SURE SCREW,1083,Y,,
INSPECTION_ITEM_TYPE,D,"OK,NG","OK,NG",1068,Y,,
INSPECTION_ITEM_TYPE,R,범위,범위,1082,Y,,
INSPECTION_TYPE,X,초물,블량 MAJOR,1088,Y,,
INSPECTION_TYPE,Y,중물,블량 MAJOR,1089,Y,,
INSPECTION_TYPE,Z,종물,블량 MAJOR,1090,Y,,
INTERFACE_CODE,A,비용,비용,1065,Y,,
INTERFACE_CODE,C,임가공,임가공,1067,Y,,
INTERFACE_CODE,M,유상,유상,1077,Y,,
INTERFACE_CODE,R,입고,입고,1082,Y,,
INTERFACE_CODE,S,출하,출하,1083,Y,,
INTERFACE_CODE,W,제품가공,제품가공,1087,Y,,
INTERFACE_CYCLE,D,매일,매일,1068,Y,,
INTERFACE_CYCLE,M,매월말,매월말,1077,Y,,
INTERFACE_CYCLE,T,매건,매건,1084,Y,,
INTERFACE_CYCLE,W,매주,매주,1087,Y,,
INTERFACE_REQUEST_YN,N,아니오,아니오,1078,Y,,
INTERFACE_REQUEST_YN,Y,예,예,1089,Y,,
INTERFACE_STATUS,C,취소,취소,1067,Y,,
INTERFACE_STATUS,N,정상,정상,1078,Y,,Y
INTERFACE_TYPE,A,자동,자동,1065,Y,,
INTERFACE_TYPE,M,수동,수동,1077,Y,,
INTERFACE_YN,N,아니오,아니오,1078,Y,,
INTERFACE_YN,Y,예,예,1089,Y,,
INTERLOCK_CHECK_TYPE,3IN1_ATE_CHECK,SMPS ATE 검사이력 확인,SMPS ATE 검사이력 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,3IN1_BURNIN_CHECK,SMPS BURNIN 검사이력 확인,SMPS BURNIN 검사이력 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,3IN1_ICT_CHECK,SMPS ICT 검사이력 확인,SMPS ICT 검사이력 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,3IN1_IMAGE_CHECK,SMPS IMAGE 검사이력 확인,SMPS IMAGE 검사이력 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,3IN1_SETTV_CHECK,SMPS SETV 검사이력 확인,SMPS SETV 검사이력 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,3iIN1_HIPOT_CHECK,SMPS HIPOT Download 확인,SMPS HIPOT Download 확인,1051,Y,,
INTERLOCK_CHECK_TYPE,AOI_EXISTS_CHECK,AOI 작업유무,AOI 작업유무,1065,Y,,
INTERLOCK_CHECK_TYPE,AOI_NG_COUNT_CHECK,AOI 검사 NG COUNT 확인 (NG 1회 초과),AOI 검사 NG COUNT 확인 (NG 1회 초과),1065,Y,,
INTERLOCK_CHECK_TYPE,AOI_NG_EXISTS_CHECK,AOI 검사 NG에 대한 수리이력  확인,AOI 검사 NG에 대한 수리이력  확인,1065,Y,,
INTERLOCK_CHECK_TYPE,AOI_NG_EXISTS_CHECK_TB,"AOI 검사 NG에 대한 수리이력  확인, TOP 확인 후 BOT 확인","AOI 검사 NG에 대한 수리이력  확인, TOP 확인 후 BOT 확인",1065,Y,,
