column_name,korean_name,description,code_values
DAILY_ITEM_ISSUE_REPORT_CUSTOMER,일자별품목출고리포트(고객별),일자별품목출고리포트(고객별) (날짜),
DAILY_ITEM_RECEIPT_REPORT_CUSTOMER,일자별품목입고리포트(고객별),일자별품목입고리포트(고객별) (날짜),
DAILY_LINE_CAPACITY_LIST,일일라인능력리스트,일일라인능력리스트,
DAILY_LINE_CAPACITY_MASTER,일자별라인보유공수마스터,일자별라인보유공수마스터 (날짜),
DAILY_LINE_CAPACITY_REPORT,일자별라인보유공수리포트,일자별라인보유공수리포트 (날짜),
DAILY_MACHINE_CAPACITY_LIST,일일설비능력리스트,일일설비능력리스트,
DAILY_MACHINE_STATUS,설비유실관리,설비유실관리,
DAILY_MATERIAL_RECEIPT,월간자재입고,월간자재입고,
DAILY_MFS,제번별,제번별,
DAILY_NG_RATE,일자별불량율,일자별불량율 (날짜),
DAILY_OPERATION,일일운행일지,일일운행일지,
DAILY_OPERATION_REPORT,일일운행일지리포트,일일운행일지리포트,
DAILY_PLAN_VS_ACTUAL,일일계획대비실적,일일계획대비실적,
DAILY_PRODUCTION_REPORT,생산일보 리포트,생산일보 리포트,
DAILY_PRODUCT_ACUAL_REPORT_PRESS,일일생산일보 ( Press ),일일생산일보 ( Press ),
DAILY_PRODUCT_ACUAL_REPORT_ST_RT,일일생산일보 (ST/RT),일일생산일보 (ST/RT),
DAILY_PRODUCT_INVENTORY_REPORT_DAILY,일자별 제품재고실적,일자별 제품재고실적 (날짜),
DAILY_PRODUCT_RECEIPT,일일제품입고,일일제품입고,
DAILY_PRODUCT_RECEIPT_REPORT_CUSTOMER,일자별 제품 입고실적(고객별),일자별 제품 입고실적(고객별) (날짜),
DAILY_PRODUCT_RECEIPT_REPORT_MACHINE,일자별 제품 입고실적(설비별),일자별 제품 입고실적(설비별) (날짜),
DAILY_PRODUCT_SHIPPING_REPORT_CUSTOMER,일자별 제품 판매실적(고객별),일자별 제품 판매실적(고객별) (날짜),
DAILY_RECEIPT_BY_ORDER_TYPE,월간자재입고(유형별),월간자재입고(유형별),
DAILY_RECEIPT_ISSUE,일자별입고/출고,일자별입고/출고 (날짜),
DAILY_REPORT,일일리포트,일일리포트,
DAILY_SHIPPING_TOTAL,당일판매현황,당일판매현황,
DAILY_SUM,합계,합계,
DAILY_SUMMARY,일자별함계,일자별함계 (날짜),
DAILY_TOTAL,일별합계,일별합계,
DAILY_WORKSTAGE_CAPACITY_LIST,일별공정CAP리스트,일별공정CAP리스트,
DAILY_WORKSTAGE_CAPACITY_REPORT,일자별작업장보유공수리포트,일자별작업장보유공수리포트 (날짜),
DAILY_WORK_CAPACITY_LIST,일자별작업공수리스트,일자별작업공수리스트 (날짜),
DAILY_WORK_CAPACITY_MASTER,일자별작업능력마스터,일자별작업능력마스터 (날짜),
DAILY_WORK_CAPACITY_REPORT,일자별공정능력리포트,일자별공정능력리포트 (날짜),
DATA,자료,자료,
DATABASE_ERROR,데이타베이스오류,데이타베이스오류,
DATABASE_ERROR_INFORMATION,데이타베이스오류저보,데이타베이스오류저보,
DATAOBJECT_NAME,데이터오브젝트명,데이터오브젝트명,
DATAWINDOW_LIST,데이터윈도우리스트,데이터윈도우리스트,
DATAWINDOW_NAME,데이타창명,데이타창명,
DATA_BACK_IMAGE,행배경이미지,행배경이미지,
DATA_BITS,데이터비트,데이터비트,
DATA_CHECK_MONITORING,오삽검사상태모니터링,오삽검사상태모니터링,
DATA_CHECK_SUMMARY_REPORT,검사종합리포트,검사종합리포트,
DATA_EXTRACT_TAB_DELIMITER,데이타가져오기 ( Tab 분리 ),데이타가져오기 ( Tab 분리 ),
DATA_FILTER,데이타필터,데이타필터,
DATA_FONT,데이터폰트,데이터폰트,
DATA_GATHERING,집계시간간격,집계시간간격,
DATA_GROUP_CTRL_G,데이타그룹	Ctrl+G,데이타그룹	Ctrl+G,
DATA_GROUP_POPUP,데이타그룹팝업,데이타그룹팝업,
DATA_HEAD_BACK_IMAGE,타이틀배경이미지,타이틀배경이미지,
DATA_HISTORY,데이터이력,데이터이력,
DATA_IMPORT,데이터붙어넣기,데이터붙어넣기,
DATA_INPUT,데이타입력,데이타입력,
DATA_LENGTH,데이타길이,데이타길이,
DATA_LIST,데이터리스트,데이터리스트,
DATA_MANAGER,자료관리,자료관리,
DATA_MONITOR,데이타감사,데이타감사,
DATA_PRECISION,데이타정밀도,데이타정밀도,
DATA_QUERY,자료조회,자료조회,
DATA_RESET,데이터초기화,데이터초기화,
DATA_SCALE,소숫점,소숫점,
DATA_SORT,데이타정렬,데이타정렬,
DATA_SORT_CTRL_T,데이타정렬	Ctrl+T,데이타정렬	Ctrl+T,
DATA_TEXT_COLOR,데이터문자색상,데이터문자색상,
DATA_TYPE,데이타타입,데이타타입,"{""DATE"": ""일자"", ""NUMBER"": ""번호"", ""STRING"": ""줄""}"
DATA_UPLOAD,자료올리기,자료올리기,
DATA_VIEW,데이터보기,데이터보기,
DATA_WINDOW_NAME,데이터윈도우명:,데이타창명,
DATE,일자:,일자 (날짜),
DATE1,Date1,Date1 (날짜),
DATE10,Date10,Date10 (날짜),
DATE11,Date11,Date11 (날짜),
DATE12,Date12,Date12 (날짜),
DATE13,Date13,Date13 (날짜),
DATE14,Date14,Date14 (날짜),
DATE15,Date15,Date15 (날짜),
DATE2,Date2,Date2 (날짜),
DATE3,Date3,Date3 (날짜),
DATE4,Date4,Date4 (날짜),
DATE5,Date5,Date5 (날짜),
DATE6,Date6,Date6 (날짜),
DATE7,Date7,Date7 (날짜),
DATE8,Date8,Date8 (날짜),
DATE9,Date9,Date9 (날짜),
DATEEND,종료일자,종료일자 (날짜),
DATESET,시작일자,시작일자 (날짜),
DATE_DIV,일자구분,일자구분 (날짜),
DATE_FILTER,일자조건,일자조건 (날짜),
DATE_FROM_TO,기간(From ~ To),기간(From ~ To) (날짜),
DATE_SUB_TOTAL,일별소계,일별소계 (날짜),
DATE_TOTAL,일자총계,일자총계 (날짜),
DAY,주간,주간,
DAY01,1일,1일,
DAY02,2일,2일,
DAY03,3일,3일,
DAY04,4일,4일,
DAY05,5일,5일,
DAY06,6일,6일,
DAY07,7일,7일,
DAY08,8일,8일,
DAY09,9일,9일,
DAY1,1일,1일,
DAY10,10일,10일,
DAY11,11일,11일,
DAY12,12일,12일,
DAY13,13일,13일,
DAY14,14일,14일,
DAY15,15일,15일,
DAY16,16일,16일,
DAY17,17일,17일,
DAY18,18일,18일,
DAY19,19일,19일,
DAY2,2일,2일,
DAY20,20일,20일,
DAY21,21일,21일,
DAY22,22일,22일,
DAY23,23일,23일,
DAY24,24일,24일,
DAY25,25일,25일,
DAY26,26일,26일,
DAY27,27일,27일,
DAY28,28일,28일,
DAY29,29일,29일,
DAY3,3일,3일,
DAY30,30일,30일,
DAY31,31일,31일,
DAY4,4일,4일,
DAY5,5일,5일,
DAY6,6일,6일,
DAY7,7일,7일,
DAY8,8일,8일,
DAY9,9일,9일,
DAYS,일수,일수,
DAY_NUMBER,일수,일수,
DAY_PART,주간,주간,
DAY_PART_PLAN_QTY,주간계획수량,주간계획수량 (수량),
DAY_QTY,주간수량,주간수량 (수량),
DAY_S,일수,일수,
DAY_SHIFT,주간,주간,
DAY_START_TIME,주간시작시간,주간시작시간,
DAY_SUMMARY,주간합계,주간합계,
DAY_TIME,주간시간,주간시간,
DB,Db,Db,
DBA_SCRIPTS,데이터베이스관리자,데이터베이스관리자,
DB_CRC,Db Crc,Db Crc,
DCDC_F_W_DOWNLOAD_RESULT_QUERY,DCDC F/W 다운로드결과조회,DCDC F/W 다운로드결과조회,
DCOND,Dcond,Dcond,
DCOND2,Dcond2,Dcond2,
DC_SALE_PRICE,Dc 판매가격,Dc 판매가격,
DD04,기타공제,기타공제,
DD_ADD_RECEIVED_QTY,가입고수량,가입고수량 (수량),
DD_ARRIVAL_AMT,일도착액,일도착액 (금액),
DD_ARRIVAL_QTY,일도착량,일도착량 (수량),
DD_AVG_PRICE,재고단가,재고단가,
DD_FREE_ISSUE_AMT,일무상출고액,일무상출고액 (금액),
DD_FREE_ISSUE_QTY,일무상출고량,일무상출고량 (수량),
DD_INVENTORY_AMT,재고금액,재고금액 (금액),
DD_INVENTORY_QTY,재고량,재고량 (수량),
DD_ISSUE_AMT,일출고금액,일출고금액 (금액),
DD_ISSUE_QTY,일출고량,일출고량 (수량),
DD_NOT_RECEIVED_AMT,고객미입고금액,고객미입고금액 (금액),
DD_NOT_RECEIVED_QTY,고객미입고수량,고객미입고수량 (수량),
DD_RECEIPT_AMT,입고금액,입고금액 (금액),
DD_RECEIPT_QTY,입고수량,입고수량 (수량),
DD_RECEIPT_RETURN_AMT,입고반품금액,입고반품금액 (금액),
DD_RECEIPT_RETURN_QTY,입고반품수량,입고반품수량 (수량),
DD_SHIPPING_AMT,남품금액,남품금액 (금액),
DD_SHIPPING_QTY,납품수량,납품수량 (수량),
DD_SHIPPING_RETURN_AMT,납품반품금액,납품반품금액 (금액),
DD_SHIPPING_RETURN_QTY,납품반품수량,납품반품수량 (수량),
DEACTIVE,작업완료,작업완료,
DEACTIVE_CANCEL,작업완료취소,작업완료취소,
DEACTIVE_DATE,비활성일자,비활성일자 (날짜),
DEBIT,차변,차변,
DEBUG,debug,debug,
DEC,12월,12월,
DECISION,Decision,Decision,
DECREASE,감소,감소,
DEDUCT_TOT,공제합계,공제합계,
DEFAULT,기본,기본,
DEFAULT_LOCATION_CODE,,,"{""L1"": ""L1"", ""LOCATION"": ""L1""}"
DEFAULT_RECEIVER_CODE,,,"{""RECEIVER"": ""JICCHEJIAN""}"
DEFAULT_VALUE,기본값,기본값,
DEFAULT_VALUE_F7,기본값	F7,기본값	F7,
DEFAULT_WAREHOUSE_CODE,,,"{""W1"": ""W1"", ""WAREHOUSE"": ""W1""}"
DEFECT,불량,불량,
DEFECT_CODE,불량코드,불량코드 (코드 값),
DEFECT_DATE,불량일자,불량일자 (날짜),
DEFECT_DESC,불량명세,불량명세,
DEFECT_LINE_CODE,불량발생라인,불량발생라인 (코드 값),
DEFECT_PROGREES,불량처리과정,불량처리과정,
DEFECT_QTY,불량점수,불량점수 (수량),
DEFECT_RATE,불량율,불량율,
DEFECT_SUMMARY,불량합계,불량합계,
DEFECT_TYPE,,,"{""M"": ""원재료"", ""P"": ""공정""}"
DEFECT_WORKSTAGE_CODE,불량발생공정,불량발생공정 (코드 값),
DEHUMIDIFICATION,제습함,제습함,
DEHUMIDIFY_DATE,제습함입고일자,제습함입고일자 (날짜),
DEHUMI_STOCK_QUERY,제습함재고조회,제습함재고조회,
DELAY,지연,지연,
DELETE,삭제,삭제,
DELETE_ALL,전부삭제,전부삭제,
DELETE_ALL_LINE,전라인삭제,전라인삭제,
DELETE_ALL_ST,전부삭제,전부삭제,
DELETE_AND_COPY,삭제후복사,삭제후복사,
DELETE_DETAIL,상세내용삭제,상세내용삭제,
DELETE_F3,삭제 [F3],삭제 [F3],
DELETE_F5,삭제	F5,삭제	F5,
DELETE_FEEDER_LAYOUT,피더레이아웃삭제,피더레이아웃삭제,
DELETE_FOLDER,문서함삭제,문서함삭제,
DELETE_FORM,양식삭제,양식삭제,
DELETE_GRAPH,그래프삭제,그래프삭제,
DELETE_HISTORY,삭제이력,삭제이력,
DELETE_INSPECT_RESULT,검사결과삭제,검사결과삭제,
DELETE_MENU,메뉴삭제,메뉴삭제,
DELETE_MESSAGE_FILTER,메시지필터삭제,메시지필터삭제,
DELETE_MY_MENU,바로가기삭제,바로가기삭제,
DELETE_RESULT,검사결과삭제,검사결과삭제,
DELETE_SAME,삭제,삭제,
DELETE_SELECTED,일괄삭제,일괄삭제,
DELETE_TEMP_TABLE,임시표각삭제,임시표각삭제,
DELIVERY,납선:,납선,"{""1"": ""수출"", ""2"": ""내수""}"
DELIVERY_DAILY_PLAN_ACTUAL_LIST,납품계획대비실적,납품계획대비실적,
DELIVERY_DATE,@납기일자,@납기일자 (날짜),
DELIVERY_DATE_RESET_TODAY,납기일자재설정(당일),납기일자재설정(당일) (날짜),
DELIVERY_LABEL,납품라벨,납품라벨,
DELIVERY_LABEL_INFO,출하정보변경,출하정보변경,
DELIVERY_LOCATION_CODE,납품처,납품처 (코드 값),"{""G01"": ""G01"", ""G02"": ""G02"", ""G03"": ""G03""}"
DELIVERY_METHOD,납품방버,납품방버,"{""A"": ""AIR"", ""C"": ""CAR"", ""S"": ""SHIP"", ""T"": ""TRAIN""}"
DELIVERY_NATION_CODE,납입국가코드,납입국가코드 (코드 값),
DELIVERY_ORDER_STATUS,DO 현황,DO 현황,
DELIVERY_PLACE,납품장소,납품장소,"{""A"": ""MRO"", ""FAC-A"": ""FAC-A"", ""FAC-B"": ""FAC-B""}"
DELIVERY_PLAN_DATE,납기일자,납기일자 (날짜),
DELIVERY_PLAN_MASTER,납품계획관리,납품계획관리,
DELIVERY_PLAN_MONTHLY_MASTER,납품계획관리(월별),납품계획관리(월별),
DELIVERY_QTY,납품수량,납품수량 (수량),
DELIVERY_TERMS,지불일기,지불일기,
DELIVERY_TYPE,납품유형,납품유형,
DELIVEY,납선,납선,
DEL_DW_SOURCE,DW정보삭제,DW정보삭제,
DEMAND_QTY,수요량,수요량 (수량),
DEMAND_VALUE,요구값,요구값,
DENSITY,밀도,밀도,
DEPARTMENT,부서,부서,
DEPARTMENT_CODE,부서코드,부서코드 (코드 값),"{""G"": ""생산기술"", ""J"": ""자재"", ""S"": ""생산""}"
DEPARTMENT_DESC,부서상세설명,부서상세설명,
DEPARTMENT_DESCRIPTION,부서상세설명,부서상세설명,
DEPARTMENT_INFORMATION,부서정보,부서정보,
DEPARTMENT_LIST,부서리스트,부서리스트,
DEPARTMENT_MANAGER,부서관리,부서관리,
DEPARTMENT_MASTER_WINDOW,부서관리창,부서관리창,
DEPARTMENT_NAME,부서명,부서명,
DEPARTMENT_NAME_ENG,부서명(영),부서명(영),
DEPARTMENT_NAME_KOR,부서명(한),부서명(한),
DEPARTMENT_NAME_LOCAL,부서명(중),부서명(중),
DEPARTMENT_REPORT,부서정보리포트,부서정보리포트,
DEPARTURE,출발,출발,
DEPARTURE_AMT,출발금액,출발금액 (금액),
DEPARTURE_ARRIVAL,출발/도착,출발/도착,
DEPARTURE_DATE,출발일자,출발일자 (날짜),
DEPARTURE_INVOICE_REPORT,출발송장,출발송장,
DEPARTURE_LIST,출발리스트,출발리스트,
DEPARTURE_QTY,출발수량,출발수량 (수량),
DEPARTURE_SEQ_NO,출발순서,출발순서,
DEPARTURE_STATUS,출발상태,출발상태,"{""A"": ""도착"", ""C"": ""취소"", ""D"": ""출발"", ""R"": ""입고""}"
DEPARTURE_TYPE,출발형태,출발형태,
DEPEND,Depend,Depend,
DEPLOY_BY,배포자,배포자,
DEPLOY_DATE,배포일자,배포일자 (날짜),
DEPOSIT_LIST,예금목록,예금목록,
DEPTDETAIL_CODE,하위부서코드,하위부서코드 (코드 값),
DEPTH,깊이,깊이,
DEPT_CODE,부서코드,부서코드 (코드 값),
DEPT_CODE_GROUP,부문그룹,부문그룹 (코드 값),
DEPT_COMMENT,부서설명,부서설명,
DEPT_NAME,부서이름,부서이름,
DEPT_SUB_TOTAL,부서소계,부서소계,
DERIVED_ONHAND_QTY,Derived Onhand Qty,Derived Onhand Qty (수량),
DESC,상세설명,상세설명,
DESCRIPTION,상세설명,상세설명,
DESCRIPTION_OF_GOODS,화물상세경우,화물상세경우,
DESIGN,설계,설계,
DESIGN_DOCUMENT_MANAGER,설계문서관리자,설계문서관리자,
DESTINATION,목적지,목적지,
DESTINATION_LOCATION,수령부서,수령부서,
DESTINATION_PORT,목적지항구,목적지항구,
DESTINATION_PORT_CODE,목적지항구코드,목적지항구코드 (코드 값),
DESTORY_OBJECT,오브젝트삭제,오브젝트삭제,
DESTROY,폐기,폐기,
DESTROY_DATE,릴폐기일자,릴폐기일자 (날짜),
DESTROY_QTY,폐기수량,폐기수량 (수량),
DESTROY_REASON_CODE,폐기사유코드,폐기사유코드 (코드 값),"{""BAD1"": ""파손"", ""BAD3"": ""BAD3"", ""BAD2"": ""BAD2""}"
DESTRY_COUNT,폐기수량,폐기수량 (수량),
DEST_CHILD_ITEM_CODE,대상자품목코드,대상자품목코드 (코드 값),
DEST_COST_CENTER_CODE,배부할코스트센터코드,배부할코스트센터코드 (코드 값),
DEST_DEPT_CODE,대상부서,대상부서 (코드 값),
DEST_DEPT_NAME,목적지부서이름,목적지부서이름,
DEST_ITEM_CODE,품목코드(대상),품목코드(대상) (코드 값),
DEST_LINE_CODE,적용라인,적용라인 (코드 값),
DEST_LOCATION_CODE,목적지위치코드,목적지위치코드 (코드 값),
DEST_MACHINE_CODE,대상설비코드,대상설비코드 (코드 값),
DEST_MODEL,적용 모델,적용 모델,
DEST_MODEL_NAME,대상모델명명,대상모델명명,
DEST_ORGANIZATION_ID,대상조직,대상조직,
DEST_PARENT_ITEM_CODE,대상모품목코드,대상모품목코드 (코드 값),
DEST_ROLE_CODE,대상역할코드,대상역할코드 (코드 값),
DEST_ROLE_NAME,대상역할이름,대상역할이름,
DEST_ROUTE_NO,대상라우팅번호,대상라우팅번호,
DEST_SET_ITEM_CODE,복사후품목번호,복사후품목번호 (코드 값),
DEST_WAREHOUSE_CODE,목적지창고코드,목적지창고코드 (코드 값),
DEST_WH_CODE,,,"{""A"": ""A"", ""B"": ""B"", ""C"": ""C""}"
DEST_WORKSTAGE,대상작업장,대상작업장,
DEST_WORKSTAGE_CODE,대상공정,대상공정 (코드 값),"{""L001"": ""L001""}"
DETACT_ANGLE,Detact Angle,Detact Angle,
DETAIL,상세,상세,
DETAILBAD_QTY,상세불량수량,상세불량수량 (수량),
DETAIL_ADD_DELETE,불량상세추가/삭제,불량상세추가/삭제,
DETAIL_AUTO_QUERY,상세내역자동조회,상세내역자동조회,
DETAIL_BY_FEEDER_LIST,피더체크리스트(현재),피더체크리스트(현재),
DETAIL_COST,상세원가,상세원가,
DETAIL_DEPARTMENT_CODE,하위부서코드,하위부서코드 (코드 값),
DETAIL_ENG,영어(상세),영어(상세),
DETAIL_INFOMATION,상세정보,상세정보,
DETAIL_KOR,한국어(상세),한국어(상세),
DETAIL_LINE,상세라인,상세라인,
DETAIL_LIST,상세리스트,상세리스트,
DETAIL_LOC,로칼(상세),로칼(상세),
DETAIL_PROFIT,상세손익,상세손익,
DETAIL_QUERY,상세내역조회,상세내역조회,
DETAIL_SHOW_HIDE_CTRL_A,상세내역보기/감추기	Ctrl+A,상세내역보기/감추기	Ctrl+A,
DETECT_LOCATION,발생위치,발생위치,"{""A"": ""사내공정"", ""B"": ""고객사"", ""C"": ""사내창고""}"
DETERMINANT,절정성,절정성,
DEV,Dev,Dev,
DEVELOPMENT,개발,개발,
DEV_COMMENT,주석,주석,
DEW_POINT,이슬점,이슬점,
DF06,양로보험,양로보험,
DF07,주방공적금,주방공적금,
DF08,실업보험,실업보험,
DF09,의료보험,의료보험,
DHEAD,Dhead,Dhead,
DIE_CASTING,다이캐스팅,다이캐스팅,
DIE_CASTING_TRANSFER,다이캐스팅,다이캐스팅,
DIFFERENCE_QTY,차이수량,차이수량 (수량),
DIFFERENT_MATERIAL_AMT_ALLOCATED_AMT,재료비차이금액 ( 배부금액 ),재료비차이금액 ( 배부금액 ) (금액),
DIFFERENT_MATERIAL_AMT_STANDARD_INPUT_GAP,재료비차이금액 (기준재료비/투입재료비차이),재료비차이금액 (기준재료비/투입재료비차이) (금액),
DIFFERENT_QTY,차이량,차이량 (수량),
DIFF_AMT,차이금액,차이금액 (금액),
DIFF_CHECK,차이체크,차이체크,
DIFF_ISSUE_AMT,출고금액차이,출고금액차이 (금액),
DIFF_ISSUE_QTY,출고차이수량,출고차이수량 (수량),
DIFF_QTY,차이수량,차이수량 (수량),
DIFF_RATE,차이율,차이율,
DIFF_WIEGHT,차이중량,차이중량,
DIMENSIONAL_RESULT_QUERY,Dimensional 결과조회,Dimensional 결과조회,
DIMENTION_RESULT_QUERY,Dimention 결과조회,Dimention 결과조회,
DIO_ADDRESS,DIO 주소,DIO 주소,
DIO_PORT,Dio Port,Dio Port,
DIRECTOR,부장,부장,
DIRECT_ORDER_LIST,직주문리스트,직주문리스트,
DIRECT_ORDER_MANAGE,직납품주문관리,직납품주문관리,
DIRECT_PASS_COUNT,직행수,직행수,
DIRECT_RATE_BY_PBA,PBA 기준 직행률,PBA 기준 직행률,
DIRECT_RATE_BY_TRY,시도횟수 기준 직행률,시도횟수 기준 직행률,
DIRECT_RECEIPT,즉시입고,즉시입고,
DIRECT_WORKER_QTY,직접인원,직접인원 (수량),
DIRECT_YN,직간접구분,직간접구분,"{""N"": ""간접"", ""Y"": ""직접""}"
DISBURSE_DATE_CHANGE,지불일자변경,지불일자변경 (날짜),
DISBURSE_LIST,지불이력,지불이력,
DISCONNECT,연결종료,연결종료,
DISCOUNT_RATE,할인율,할인율,
DISMANTLING_DATE,분할일기,분할일기 (날짜),
DISMANTLING_LIST,분할목록,분할목록,
DISPLAY,화면설정,화면설정,
DISPLAY_CHANNEL,디스플레이채널,디스플레이채널,
DISPLAY_OPTION,디스플레이옵션,디스플레이옵션,
DISPLAY_SMT_STATAUS,SMT현황디스플레이,SMT현황디스플레이,
DISPLAY_WORKSTAGE,부서/LINE선택,부서/LINE선택,
DISPOSAL,Disposal,Disposal,
DISQUALIFICATION,''불합격'',''불합격'',
DISTINCT,중복배제,중복배제,
DISTINCT_LINE,라인무시,라인무시,
DISTINCT_LIST,Distinct List,Distinct List,
DISTINCT_MFS_PLAN_DATE,제조번호무시,제조번호무시 (날짜),
DISTIRIBUTE_COST,분배금액:,분배금액: (금액),
DISTRIBUTE,월별분할,월별분할,
DISTRIBUTED_COST,배부금액,배부금액 (금액),
DISTRIBUTE_CODE,배부코드,배부코드 (코드 값),
DISTRIBUTE_DATE,비용배부일자,비용배부일자 (날짜),
DISTRIBUTE_EXP_CANCEL,도입비용배부취소,도입비용배부취소,
DISTRIBUTE_EXP_COST,도입비용배부,도입비용배부,
DISTRIBUTE_RATE,배부율,배부율,
DISTRIBUTE_RULE,배부조건,배부조건,
DISTRIBUTE_SEQUENCE,배부순서,배부순서,
DISTRIBUTE_STATUS,배부상태,배부상태,
DISTRIBUTE_TYPE,배부유형,배부유형,"{""A"": ""평균분할"", ""B"": ""금액율분할""}"
DISTRIBUTION,물류,물류,
DISUSED_TERM_DAY,미사용기간(DAY),미사용기간(DAY),
DISUSED_WHERE_CONDITION,조회조건,조회조건,
DIV,@div,@div,"{""MATERIAL"": ""원자재"", ""MOLD"": ""금형"", ""SUBMAT"": ""부자재""}"
DIVIDE,분할,분할,
DIVIDE_REASON,분할사유,분할사유,
DIVISION,@division,@division,
DIVISIONVIEWOFF_SHIFT_B,구분보기종료	Shift+B,구분보기종료	Shift+B,
DIVISIONVIEWON_SHIFT_A,구분보기시작	Shift+A,구분보기시작	Shift+A,
DIV_FEEDER_LAYOUT,,,"{""N"": ""주자재"", ""Y"": ""대치품""}"
