table_name,column_name,korean_name,description,data_type,data_length,nullable,is_pk,column_comment,table_comment,code_values
A_MOLD,MOLD_CODE,@S-PARTS번호,@S-PARTS번호 (코드 값),VARCHAR2(100),100,Y,N,,,
A_MOLD,PARTNO,,,VARCHAR2(100),100,Y,N,,,
A_MOLD,NAME,Name,Name,VARCHAR2(1000),1000,Y,N,,,
A_MOLD,SPEC,SPEC:,Spec,VARCHAR2(1000),1000,Y,N,,,
A_MOLD,UNIT,단위.,단위,VARCHAR2(20),20,Y,N,,,
A_MOLD,SUPPLIER,협력사,협력사,VARCHAR2(20),20,Y,N,,,
A_MOLD,PRICE,단가,단가,NUMBER,22,Y,N,,,
A_MOLD,TYPE,타입,타입,VARCHAR2(20),20,Y,N,,,"{""D"": ""데스크탑"", ""N"": ""노트북""}"
A_MOLD,MOLD_GROUP,S-PARTS그룹,S-PARTS그룹,VARCHAR2(20),20,Y,N,,,"{""AIR"": ""에어부품"", ""BD"": ""보드"", ""BER"": ""베어링"", ""BKP"": ""백업핀"", ""BLT"": ""벨트"", ""CAL"": ""캘리브레이션"", ""CBL"": ""케이블"", ""CON"": ""컨넥터"", ""CTL"": ""컨트롤러"", ""CYL"": ""실린더"", ""DR"": ""서보드라이버"", ""DSK"": ""디스크"", ""ETC"": ""기타"", ""FAN"": ""팬"", ""FDR"": ""피더"", ""FLT"": ""필터"", ""FUS"": ""퓨즈"", ""GER"": ""기어"", ""GRS"": ""윤활류"", ""IC"": ""IC"", ""INV"": ""인버터"", ""MHD"": ""마운터헤드"", ""MOT"": ""모터"", ""NLZ"": ""노즐"", ""NT"": ""볼트너트"", ""PLC"": ""PLC"", ""PLY"": ""풀리"", ""PWR"": ""파워서플라이"", ""REY"": ""릴레이"", ""SCN"": ""스캐너"", ""SEN"": ""센서"", ""SHT"": ""샤프트"", ""SPN"": ""스프링"", ""SVL"": ""솔레노이드밸브"", ""SW"": ""스위치"", ""VIS"": ""비젼카메라""}"
A_MOQ,ITEM_CODE,S-PARTS코드.,@품목코드 (코드 값),VARCHAR2(20),20,N,N,,,
A_MOQ,RECEIPT_QTY,입고수량,입고수량 (수량),NUMBER,22,N,N,,,
A_WATCHER,COLUMN1,,,VARCHAR2(20),20,N,N,,,
A_WATCHER,COLUMN2,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN3,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN4,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN5,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN6,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN7,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN8,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN9,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN10,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN11,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN12,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN13,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN14,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN15,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN16,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN17,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN18,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN19,,,VARCHAR2(20),20,Y,N,,,
A_WATCHER,COLUMN20,,,VARCHAR2(20),20,Y,N,,,
DEPT,DEPTNO,,,"NUMBER(2,0)",22,N,Y,,,
DEPT,DNAME,,,VARCHAR2(14),14,Y,N,,,
DEPT,LOC,LOC:,Loc,VARCHAR2(13),13,Y,N,,,
DashboardData,Oid,,,CHAR(36),36,N,Y,,,
DashboardData,Content,콘텐츠,콘텐츠,NCLOB,4000,Y,N,,,
DashboardData,Title,제목,제목,NVARCHAR2(200),200,Y,N,,,
DashboardData,SynchronizeTitle,,,"NUMBER(1,0)",22,Y,N,,,
DashboardData,OptimisticLockField,,,NUMBER,22,Y,N,,,
DashboardData,GCRecord,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_DEPT,DEPTNO,,,NUMBER,22,N,Y,,,
EBA_DEMO_CARD_DEPT,DNAME,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CARD_DEPT,LOC,LOC:,Loc,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_EMP,EMPNO,사번,사번,NUMBER,22,N,Y,,,
EBA_DEMO_CARD_EMP,ENAME,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_EMP,JOB,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_EMP,MGR,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_EMP,HIREDATE,,,DATE,7,Y,N,,,
EBA_DEMO_CARD_EMP,SAL,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_EMP,COMM,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_EMP,DEPTNO,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_EMP,PROFILE_IMAGE,,,BLOB,4000,Y,N,,,
EBA_DEMO_CARD_EMP,MIMETYPE,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_EMP,FILENAME,파일명,파일명,VARCHAR2(400),400,Y,N,,,
EBA_DEMO_CARD_EMP,IMAGE_LAST_UPDATE,,,DATE,7,Y,N,,,
EBA_DEMO_CARD_EMP,TAGS,,,VARCHAR2(4000),4000,Y,N,,,
EBA_DEMO_CARD_RANDOM_IMAGE,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CARD_RANDOM_IMAGE,URL,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_RANDOM_IMAGE,WIDTH,폭,폭,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_RANDOM_IMAGE,AUTHOR,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CARD_RANDOM_IMAGE,HEIGHT,높이,높이,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_RANDOM_IMAGE,DOWNLOAD_URL,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CARD_VEHICLE_SPEED,POSTED_SPEED,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,VEHICLE_SPEED,,,NUMBER,22,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,DATE_OF_INCEDENT,,,DATE,7,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,LICENSE_PLATE,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,LOCATION,위치관리,위치관리,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CARD_VEHICLE_SPEED,STATE,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CHART_BBALL,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_BBALL,CITY,,,VARCHAR2(20),20,Y,N,,,
EBA_DEMO_CHART_BBALL,TEAM,,,VARCHAR2(30),30,Y,N,,,
EBA_DEMO_CHART_BBALL,CONFERENCE,,,VARCHAR2(5),5,Y,N,,,
EBA_DEMO_CHART_BBALL,WINS,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_BBALL,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_BBALL,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_BBALL,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_BBALL,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_DEPT,DEPTNO,,,"NUMBER(2,0)",22,N,Y,,,
EBA_DEMO_CHART_DEPT,DNAME,,,VARCHAR2(14),14,Y,N,,,
EBA_DEMO_CHART_DEPT,LOC,LOC:,Loc,VARCHAR2(13),13,Y,N,,,
EBA_DEMO_CHART_EMP,EMPNO,사번,사번,"NUMBER(4,0)",22,N,Y,,,
EBA_DEMO_CHART_EMP,ENAME,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_CHART_EMP,JOB,,,VARCHAR2(9),9,Y,N,,,
EBA_DEMO_CHART_EMP,MGR,,,"NUMBER(4,0)",22,Y,N,,,
EBA_DEMO_CHART_EMP,HIREDATE,,,DATE,7,Y,N,,,
EBA_DEMO_CHART_EMP,SAL,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_CHART_EMP,COMM,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_CHART_EMP,DEPTNO,,,"NUMBER(2,0)",22,Y,N,,,
EBA_DEMO_CHART_GRADES,ID,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_GRADES,COURSE,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_CHART_GRADES,SCHOOLA,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_GRADES,SCHOOLB,,,NUMBER,22,N,N,,,
EBA_DEMO_CHART_GRADES,SCHOOLC,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_GRADES,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_GRADES,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_GRADES,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_GRADES,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_ORDERS,ORDER_ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_ORDERS,PRODUCT_ID,제품ID,제품ID,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_ORDERS,QUANTITY,QUANTITY,QUANTITY (수량),"NUMBER(8,0)",22,Y,N,,,
EBA_DEMO_CHART_ORDERS,CUSTOMER,고객,고객,VARCHAR2(30),30,Y,N,,,
EBA_DEMO_CHART_ORDERS,SALES_DATE,,,DATE,7,Y,N,,,
EBA_DEMO_CHART_ORDERS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_ORDERS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_ORDERS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_ORDERS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_POPULATION,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_POPULATION,ROW_VERSION_NUMBER,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_POPULATION,STATE_NAME,,,VARCHAR2(100),100,Y,N,,,
EBA_DEMO_CHART_POPULATION,STATE_CODE,,,VARCHAR2(2),2,Y,N,,,
EBA_DEMO_CHART_POPULATION,POPULATION,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_POPULATION,REGION,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_POPULATION,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_POPULATION,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_POPULATION,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_POPULATION,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,PRODUCT_ID,제품ID,제품ID,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_PRODUCTS,PRODUCT_NAME,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,PRODUCT_DESCRIPTION,,,VARCHAR2(2000),2000,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,LIST_PRICE,,,"NUMBER(8,2)",22,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_PRODUCTS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_PROJECTS,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_PROJECTS,PROJECT,프로젝트,프로젝트,VARCHAR2(30),30,N,N,,,
EBA_DEMO_CHART_PROJECTS,ROW_VERSION_NUMBER,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_PROJECTS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_PROJECTS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_PROJECTS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_PROJECTS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_SAMPLES,SAMPLE1,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLES,SAMPLE2,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLES,SAMPLE3,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLES,SAMPLE4,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLES,SAMPLE5,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_SAMPLE_DATA,SAMPLE_ID,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,RESPONSE,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_SAMPLE_DATA,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_SAMPLE_NAMES,SAMPLE_NAME,샘플명,샘플명,VARCHAR2(30),30,N,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,SAMPLE_DATE,,,DATE,7,Y,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_SAMPLE_NAMES,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_STATS,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_STATS,NAME,Name,Name,VARCHAR2(2),2,Y,N,,,
EBA_DEMO_CHART_STATS,COUNTRY,,,VARCHAR2(30),30,Y,N,,,
EBA_DEMO_CHART_STATS,EMPLOYEE,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STATS,EMPLOYER,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STATS,TOTAL,TOTAL :,총계,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STATS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_STATS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_STATS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_STATS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_STOCKS,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_STOCKS,ROW_VERSION_NUMBER,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,STOCK_CODE,,,VARCHAR2(4),4,Y,N,,,
EBA_DEMO_CHART_STOCKS,STOCK_NAME,,,VARCHAR2(130),130,Y,N,,,
EBA_DEMO_CHART_STOCKS,PRICING_DATE,,,DATE,7,Y,N,,,
EBA_DEMO_CHART_STOCKS,PRICING_TIMESTAMP,,,TIMESTAMP(6),11,Y,N,,,
EBA_DEMO_CHART_STOCKS,PRICING_TIMESTAMP_TZ,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_STOCKS,OPENING_VAL,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,HIGH,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,LOW,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,CLOSING_VAL,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,VOLUME,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_STOCKS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_STOCKS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_STOCKS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_STOCKS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_TASKS,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_CHART_TASKS,PROJECT,프로젝트,프로젝트,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_TASKS,PARENT_TASK,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_TASKS,TASK_NAME,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_TASKS,ROW_VERSION_NUMBER,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_TASKS,START_DATE,시작일자,시작일자 (날짜),DATE,7,Y,N,,,
EBA_DEMO_CHART_TASKS,END_DATE,완료일자,완료일자 (날짜),DATE,7,Y,N,,,
EBA_DEMO_CHART_TASKS,STATUS,상태,상태,VARCHAR2(30),30,Y,N,,,
EBA_DEMO_CHART_TASKS,ASSIGNED_TO,,,VARCHAR2(30),30,Y,N,,,
EBA_DEMO_CHART_TASKS,COST,원가,원가,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_TASKS,BUDGET,,,NUMBER,22,Y,N,,,
EBA_DEMO_CHART_TASKS,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_TASKS,CREATED_BY,생성자,생성자,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_CHART_TASKS,UPDATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
EBA_DEMO_CHART_TASKS,UPDATED_BY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_DA_DEPT,DEPTNO,,,"NUMBER(2,0)",22,N,Y,,,
EBA_DEMO_DA_DEPT,DNAME,,,VARCHAR2(14),14,Y,N,,,
EBA_DEMO_DA_DEPT,LOC,LOC:,Loc,VARCHAR2(13),13,Y,N,,,
EBA_DEMO_DA_EMP,EMPNO,사번,사번,"NUMBER(4,0)",22,N,Y,,,
EBA_DEMO_DA_EMP,ENAME,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_DA_EMP,JOB,,,VARCHAR2(9),9,Y,N,,,
EBA_DEMO_DA_EMP,MGR,,,"NUMBER(4,0)",22,Y,N,,,
EBA_DEMO_DA_EMP,HIREDATE,,,DATE,7,Y,N,,,
EBA_DEMO_DA_EMP,SAL,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_DA_EMP,COMM,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_DA_EMP,DEPTNO,,,"NUMBER(2,0)",22,Y,N,,,
EBA_DEMO_LOAD_DEPT,DEPTNO,,,"NUMBER(2,0)",22,N,Y,,,
EBA_DEMO_LOAD_DEPT,DNAME,,,VARCHAR2(14),14,Y,N,,,
EBA_DEMO_LOAD_DEPT,LOC,LOC:,Loc,VARCHAR2(13),13,Y,N,,,
EBA_DEMO_LOAD_EMP,EMPNO,사번,사번,"NUMBER(4,0)",22,N,Y,,,
EBA_DEMO_LOAD_EMP,ENAME,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_LOAD_EMP,JOB,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_LOAD_EMP,MGR,,,"NUMBER(4,0)",22,Y,N,,,
EBA_DEMO_LOAD_EMP,HIREDATE,,,DATE,7,Y,N,,,
EBA_DEMO_LOAD_EMP,SAL,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_LOAD_EMP,COMM,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_LOAD_EMP,DEPTNO,,,"NUMBER(2,0)",22,Y,N,,,
EBA_DEMO_LOAD_EMP,CREATED,,,DATE,7,Y,N,,,
EBA_DEMO_LOAD_EMP,LAST_UPDATED,,,DATE,7,Y,N,,,
EBA_DEMO_LOAD_EMP_ERR$,ORA_ERR_NUMBER$,,,NUMBER,22,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,ORA_ERR_MESG$,,,VARCHAR2(2000),2000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,ORA_ERR_ROWID$,,,UROWID,4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,ORA_ERR_OPTYP$,,,VARCHAR2(2),2,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,ORA_ERR_TAG$,,,VARCHAR2(2000),2000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,EMPNO,사번,사번,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,ENAME,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,JOB,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,MGR,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,HIREDATE,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,SAL,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,COMM,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,DEPTNO,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,CREATED,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_EMP_ERR$,LAST_UPDATED,,,VARCHAR2(4000),4000,Y,N,,"DML Error Logging table for ""EBA_DEMO_LOAD_EMP""",
EBA_DEMO_LOAD_SALES,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_LOAD_SALES,REGION,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_LOAD_SALES,COUNTRY,,,VARCHAR2(255),255,Y,N,,,
EBA_DEMO_LOAD_SALES,ITEM_TYPE,폼목유형,폼목유형,VARCHAR2(50),50,Y,N,,,"{""M"": ""무상"", ""S"": ""유상"", ""T"": ""자작"", ""Y"": ""유상""}"
EBA_DEMO_LOAD_SALES,SALES_CHANNEL,,,VARCHAR2(50),50,Y,N,,,
EBA_DEMO_LOAD_SALES,ORDER_PRIORITY,,,VARCHAR2(1),1,Y,N,,,
EBA_DEMO_LOAD_SALES,ORDER_DATE,주문일자,주문일자 (날짜),DATE,7,Y,N,,,
EBA_DEMO_LOAD_SALES,ORDER_ID,,,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,SHIP_DATE,출하일자,출하일자 (날짜),DATE,7,Y,N,,,
EBA_DEMO_LOAD_SALES,UNITS_SOLD,,,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,UNIT_PRICE,Unit Price >,구매단가,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,UNIT_COST,,,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,TOTAL_REVENUE,,,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,TOTAL_COST,총재료비,총재료비,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,TOTAL_PROFIT,총손익분석,총손익분석,NUMBER,22,Y,N,,,
EBA_DEMO_LOAD_SALES,CREATED,,,DATE,7,Y,N,,,
EBA_DEMO_LOAD_SALES,LAST_UPDATED,,,DATE,7,Y,N,,,
EBA_DEMO_TREE_DEF_ST_CODES,PCT_COMPLETE,,,NUMBER,22,Y,N,,,
EBA_DEMO_TREE_DEF_ST_CODES,STATUS_NAME,,,VARCHAR2(4000),4000,Y,N,,,
EBA_DEMO_TREE_DEPT,DEPTNO,,,"NUMBER(2,0)",22,N,Y,,,
EBA_DEMO_TREE_DEPT,DNAME,,,VARCHAR2(14),14,Y,N,,,
EBA_DEMO_TREE_DEPT,LOC,LOC:,Loc,VARCHAR2(13),13,Y,N,,,
EBA_DEMO_TREE_EMP,EMPNO,사번,사번,"NUMBER(4,0)",22,N,Y,,,
EBA_DEMO_TREE_EMP,ENAME,,,VARCHAR2(10),10,Y,N,,,
EBA_DEMO_TREE_EMP,JOB,,,VARCHAR2(9),9,Y,N,,,
EBA_DEMO_TREE_EMP,MGR,,,"NUMBER(4,0)",22,Y,N,,,
EBA_DEMO_TREE_EMP,HIREDATE,,,DATE,7,Y,N,,,
EBA_DEMO_TREE_EMP,SAL,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_TREE_EMP,COMM,,,"NUMBER(7,2)",22,Y,N,,,
EBA_DEMO_TREE_EMP,DEPTNO,,,"NUMBER(2,0)",22,Y,N,,,
EBA_DEMO_TREE_POPULATION,ID,,,NUMBER,22,N,Y,,,
EBA_DEMO_TREE_POPULATION,ROW_VERSION_NUMBER,,,NUMBER,22,Y,N,,,
EBA_DEMO_TREE_POPULATION,STATE_NAME,,,VARCHAR2(100),100,Y,N,,,
EBA_DEMO_TREE_POPULATION,STATE_CODE,,,VARCHAR2(2),2,Y,N,,,
EBA_DEMO_TREE_POPULATION,POPULATION,,,NUMBER,22,Y,N,,,
EBA_DEMO_TREE_POPULATION,REGION,,,NUMBER,22,Y,N,,,
EBA_DEMO_TREE_POPULATION,CREATED,,,TIMESTAMP(6) WITH TIME ZONE,13,Y,N,,,
