column_name,korean_name,description,business_rule,sample_values,unit,is_code_column,aggregation_functions,is_sensitive
LOSSS_TIME,유실시간,유실시간,,,,N,"MIN,MAX",N
LOSS_ISSUE_LIST,LOSS출고리스트,LOSS출고리스트,,,,N,,N
LOSS_LIST,로스리스트,로스리스트,,,,N,,N
LOSS_QTY,LOSS 량,LOSS 량 (수량),,,EA,N,"SUM,AVG",N
LOSS_RATE,로스율,로스율,,,%,N,AVG,N
LOSS_TIME,LOSS 시간(분),LOSS 시간(분),,,,N,"MIN,MAX",N
LOSS_TIME_MIN,유실시간(분),유실시간(분),,,,N,"MIN,MAX",N
LOSS_WEIGHT,LOSS중량,LOSS중량,,,KG,N,,N
LOST_QTY,유실수량,유실수량 (수량),,,EA,N,"SUM,AVG",N
LOT,LOT,LOT,,,,N,,N
LOT_BARCODE_SCAN,롯트바코드스캔,롯트바코드스캔 (코드 값),,,,Y,,N
LOT_BLOCKING,롯트블럭킹,롯트블럭킹,,,,N,,N
LOT_B_T_TH_NG,LOT bất thường,LOT bất thường,,,,N,,N
LOT_CARD,롯트카드,롯트카드,,,,N,,Y
LOT_CARD_MATERIAL_LIST,롯트카드자재리스트,롯트카드자재리스트,,,,N,,Y
LOT_CARD_REPORT,롯트카드리포트,롯트카드리포트,,,,N,,Y
LOT_CLOSE,LOT마감,LOT마감,,,,N,,N
LOT_COMPLETE_YN,상태,상태,,,,Y,,N
LOT_CONFIRM_YN,롯트분할(Y/N),롯트분할(Y/N),,,,Y,,N
LOT_CONNECT,공정연결,공정연결,,,,N,,N
LOT_COST,제번별재료비,제번별재료비,,,,N,,N
LOT_CPMLETE_YN,롯트완료유무,롯트완료유무,,,,Y,,N
LOT_DATE,롯트구성일자,롯트구성일자 (날짜),,,,N,"MIN,MAX",N
LOT_DESTROY,롯트폐기,롯트폐기,,,,N,,N
LOT_DIV,롯트분할,롯트분할,,,,N,,N
LOT_DIVIDE,롯트분할,롯트분할,,,,N,,N
LOT_DIVIDE_DATE,릴분할시간,릴분할시간 (날짜),,,,N,"MIN,MAX",N
LOT_DIVIDE_MULTI,다중분할,다중분할,,,,N,,N
LOT_DIVIDE_SEQUENCE,롯트분할항번,롯트분할항번,,,,N,,N
LOT_DIVIDE_YN,롯트분할유무,롯트분할유무,,,,Y,,N
LOT_DIV_YN,롯트분할YN,롯트분할YN,,,,Y,,N
LOT_HOLD,롯트잠금,롯트잠금,,,,N,,N
LOT_HOLD_CANCEL,롯트잠금해제,롯트잠금해제,,,,N,,N
LOT_ID,Lot Id,Lot Id,,,,N,,N
LOT_MANAGE,롯트관리,롯트관리,,,,N,,N
LOT_MERGE,LOT합침,LOT합침,,,,N,,N
LOT_MERGE_ITEM,롯트합침(품목),롯트합침(품목),,,,N,,N
LOT_MERGE_ORDER_NO,롯트합침(주문번호),롯트합침(주문번호),,,,N,,N
LOT_NAME,제품명,제품명,,,,N,,N
LOT_NO,제조번호 :,제조번호,,,,N,,N
LOT_NO_PROCESS,제조번호처리,제조번호처리,,,,N,,N
LOT_NO_SCAN,제조번호스캔,제조번호스캔,,,,N,,N
LOT_PACKING_CREATE,롯트포장생성,롯트포장생성,,,,N,,N
LOT_PACKING_SUMMARY,롯트포장합계,롯트포장합계,,,,N,"SUM,AVG",N
LOT_PROFIT,LOT 별손익,LOT 별손익,,,,N,,N
LOT_QTY,롯트수량,롯트수량 (수량),,,EA,N,"SUM,AVG",N
LOT_RELEASE,LOT 해제,LOT 해제,,,,N,,N
LOT_SAVE,롯트분할저장,롯트분할저장,,,,N,,N
LOT_SEQUENCE,롯트항번,롯트항번,,,,N,,N
LOT_SERIAL,롯트시리얼,롯트시리얼,,,,N,,N
LOT_SIZE,롯트수량,롯트수량 (수량),,,,N,,N
LOT_SPLIT,분할,분할,,,,N,,N
LOT_TRACE,롯트추적,롯트추적,,,,N,,N
LOT_TRACKING_REPORT,제번추적리포트,제번추적리포트,,,,N,,N
LOT_TRUNC_QTY,롯트절삭수량,롯트절삭수량 (수량),,,EA,N,"SUM,AVG",N
LOWEST,최소량,최소량,,,,N,,N
LOWEST_LIMIT,하한값,하한값,,,,N,,N
LQC,라인품질검사,라인품질검사,,,,N,,N
LQC_ANALYSIS_REPORT,LQC 분석리포트,LQC 분석리포트,,,,N,,N
LQC_AUTO_PASS,LQC 자동통과,LQC 자동통과,,,,N,,N
LQC_AUTO_REQUEST,LQC 자동신청,LQC 자동신청,,,,N,,N
LQC_BAD_LIST,LQC 불량리스트,LQC 불량리스트,,,,N,,N
LQC_BAD_QTY,라인품질불량수량,라인품질불량수량 (수량),,,EA,N,"SUM,AVG",N
LQC_BAD_REASON_CODE,@LQC불량원인코드,@LQC불량원인코드 (코드 값),,,,Y,,N
LQC_BAD_REASON_CODE_MEAN,LQC불량원인코드의미,LQC불량원인코드의미 (코드 값),,,,Y,,N
LQC_BAD_REPORT,LQC 불량리포트,LQC 불량리포트,,,,N,,N
LQC_CANCEL_MASTER,LQC 취소,LQC 취소,,,,N,,N
LQC_DATE,LQC일자,LQC일자 (날짜),,,,N,"MIN,MAX",N
LQC_DATE_END,LQC시작일,LQC시작일 (날짜),,,,N,"MIN,MAX",N
LQC_DATE_START,LQC종료일,LQC종료일 (날짜),,,,N,"MIN,MAX",N
LQC_INSPECTION,라인품질검사,라인품질검사,,,,N,,N
LQC_INSPECTION_NG_LIST,LQC 검사불량리스트,LQC 검사불량리스트,,,,N,,N
LQC_INSPECT_BAD_QTY,LQC 검사불량수량,LQC 검사불량수량 (수량),,,EA,N,"SUM,AVG",N
LQC_INSPECT_BY,LQC 검사자,LQC 검사자,,,,N,,N
LQC_INSPECT_DATE,LQC 검사일자,LQC 검사일자 (날짜),,,,N,"MIN,MAX",N
LQC_INSPECT_HANDLING,LQC 검사후처리,LQC 검사후처리,,,,N,,N
LQC_INSPECT_HISTORY,LQC 검사이력,LQC 검사이력,,,,N,,N
LQC_INSPECT_LIST,LQC 검사리스트,LQC 검사리스트,,,,N,,N
LQC_INSPECT_NO,LQC번호,LQC번호,,,,N,,N
LQC_INSPECT_REPORT,Lqc 검사리포트,Lqc 검사리포트,,,,N,,N
LQC_INSPECT_RESULT,LQC 검사결과,LQC 검사결과,,,,N,,N
LQC_INSPECT_RESULT_LIST,LQC 검사결과리스트,LQC 검사결과리스트,,,,N,,N
LQC_INSPECT_SEQUENCE,LQC 검사항번,LQC 검사항번,,,,N,,N
LQC_LIST,LQC 목록,LQC 목록,,,,N,,N
LQC_LOT_MANAGE,LQC 롯트구성관리,LQC 롯트구성관리,,,,N,,N
LQC_LOT_MANAGE_LIST,LQC 롯트구성관리리스트,LQC 롯트구성관리리스트,,,,N,,N
LQC_LOT_MASTER,LQC 롯트관리,LQC 롯트관리,,,,N,,N
LQC_LQC_INSPECT_NO,LQC 검사번호,LQC 검사번호,,,,N,,N
LQC_LQC_INSPECT_RESULT,LQC 검사결과,LQC 검사결과,,,,N,,N
LQC_MANAGE,LQC 검사관리,LQC 검사관리,,,,N,,N
LQC_MASTER,LQC 관리,LQC 관리,,,,N,,N
LQC_NG_LIST,LQC 불량 리스트,LQC 불량 리스트,,,,N,,N
LQC_OQC_LIST,품질리포트,품질리포트,,,,N,,N
LQC_QTY,LQC 대기수량,LQC 대기수량 (수량),,,EA,N,"SUM,AVG",N
LQC_QUALITY_ANALYSIS_REPORT,LQC 품질분석리포트,LQC 품질분석리포트,,,,N,,N
LQC_REPORT,LQC 리포트,LQC 리포트,,,,N,,N
LQC_RESULT,라인품질실적,라인품질실적,,,,N,,N
LQC_RESULT_HISTORY,LQC 검사이력,LQC 검사이력,,,,N,,N
LQC_RESULT_LIST,LQC 실적리스트,LQC 실적리스트,,,,N,,N
LQC_WAIT_RATE,LQC 대기율,LQC 대기율,,,%,N,AVG,N
LQI,Lqi,Lqi,,,,N,,N
LRAXIS,Lraxis,Lraxis,,,,N,,N
LST_CONFIRM_DATE,최종승인일자,최종승인일자 (날짜),,,,N,"MIN,MAX",N
LVL,레벨,레벨,,,,N,,N
L_A,자재위치,자재위치,,,,N,,N
L_C_AMEND_MASTER,L/C 변경관리,L/C 변경관리,,,,N,,N
L_C_MASTER,L/C 관리,L/C 관리,,,,N,,N
L_C_NO_ISSUING_DATE,L /C No. && 발출일기 :,L /C No. && 발출일기 : (날짜),,,,N,"MIN,MAX",N
L_MARGIN,왼쪽마진,왼쪽마진,,,,N,,N
L_N,전/야,전/야,,,,N,,N
L_R,L/R,L/R,,,,N,,N
M01,1월,1월,,,,N,,N
M02,2월,2월,,,,N,,N
M03,3월,3월,,,,N,,N
M04,4월,4월,,,,N,,N
M05,5월,5월,,,,N,,N
M06,6월,6월,,,,N,,N
M07,7월,7월,,,,N,,N
M08,8월,8월,,,,N,,N
M09,9월,9월,,,,N,,N
M10,10월,10월,,,,N,,N
M11,11월,11월,,,,N,,N
M12,12월,12월,,,,N,,N
MACHIEN_ADDRESS,테이블,테이블,,,,N,,N
MACHIE_CAPACITY,설비능력,설비능력,,,,N,,N
MACHINE,설비,설비,,,,N,,N
MACHINEN_NAME,설비명,설비명,,,,N,,N
MACHINERY_RATE,설비효율,설비효율,,,%,N,AVG,N
MACHINE_ACTUAL_CANCEL_MASTER,설비실적취소관리,설비실적취소관리,,,,N,,N
MACHINE_ACTUAL_MASTER,설비실적관리,설비실적관리,,,,N,,N
MACHINE_ADDRESS,테이블,테이블,,,,N,,N
MACHINE_ANALYSIS_REPORT,설비분석리포트,설비분석리포트,,,,N,,N
MACHINE_BARCODE,설비바코드,설비바코드 (코드 값),,,,Y,,N
MACHINE_BARCODE_LIST,설비바코드,설비바코드 (코드 값),,,,Y,,N
MACHINE_CALENDAR,설비월력,설비월력,,,,N,,N
MACHINE_CALENDAR_GENERATE,설비월력생성,설비월력생성,,,%,N,AVG,N
MACHINE_CALENDAR_LIST,설비월력리스트,설비월력리스트,,,,N,,N
MACHINE_CALENDAR_MASTER,설비월력관리,설비월력관리,,,,N,,N
MACHINE_CALENDAR_REPORT,설비월력리포트,설비월력리포트,,,,N,,N
MACHINE_CALIBRATION_HISTORY,설비교정이력,설비교정이력,,,%,N,AVG,N
MACHINE_CALIBRATION_MASTER,Machine Calibration Master,Machine Calibration Master,,,%,N,AVG,N
MACHINE_CAPACITY,설비능력,설비능력,,,,N,,N
MACHINE_CAPACITY_LIST,설비능력리스트,설비능력리스트,,,,N,,N
MACHINE_CAPACITY_MASTER,설비능력관리,설비능력관리,,,,N,,N
MACHINE_CAPACITY_REPORT,설비능력정보리포트,설비능력정보리포트,,,,N,,N
MACHINE_CARD,설비이력카드,설비이력카드,,,,N,,Y
MACHINE_CARE_CALENDAR,설비보전월력,설비보전월력,,,,N,,N
MACHINE_CARE_PLAN_DATE,설비보전계획일자,설비보전계획일자 (날짜),,,,N,"MIN,MAX",N
MACHINE_CARE_STATUS,설비보전상태,설비보전상태,,,,Y,,N
MACHINE_CARE_TYPE,설비보전유형,설비보전유형,,,,Y,,N
MACHINE_CARE_YN,설비보전유무,설비보전유무,,,,Y,,N
MACHINE_CHARGE,설비담당자,설비담당자,,,,N,,N
MACHINE_CODE,설비코드,설비코드 (코드 값),,,,Y,,N
MACHINE_DAILY_OPERATION,설비운행일지,설비운행일지,,,%,N,AVG,N
MACHINE_DAILY_OPERATION_LIST,설비일일운행리스트,설비일일운행리스트,,,%,N,AVG,N
MACHINE_DAILY_OPERATION_MASTER,설비일일운행관리,설비일일운행관리,,,%,N,AVG,N
MACHINE_DAILY_OPERATION_REPORT,설비유실관리,설비유실관리,,,%,N,AVG,N
MACHINE_EFFICIENCY,설비효율,설비효율,,,,N,,N
MACHINE_EFFICIENT,설비효율,설비효율,,,,N,,N
MACHINE_EXITS,설비유무,설비유무,,,,N,,N
MACHINE_GROUP,설비그룹,설비그룹,,,,N,,N
MACHINE_IMAGE_FILE_NAME,설비이미지파일명,설비이미지파일명,,,,N,,N
MACHINE_INSPECT,설비검사,설비검사,,,,N,,N
MACHINE_INSPECT_MANUAL,설비검사확인(스캔),설비검사확인(스캔),,,,N,,N
MACHINE_LENGTH,설비전체길이,설비전체길이,,,MM,N,,N
MACHINE_LIST,설비리스트,설비리스트,,,,N,,N
MACHINE_LOB_MASTER,설비LOB관리,설비LOB관리,,,,N,,N
MACHINE_LOCATION,위치,위치,,,,N,,N
MACHINE_MASTER,설비관리,설비관리,,,,N,,N
MACHINE_MASTER_POPUP,설비관리팝업,설비관리팝업,,,,N,,N
MACHINE_MASTER_REPORT,설비마스터리포트,설비마스터리포트,,,,N,,N
MACHINE_MODEL_NAME,설비모델명,설비모델명,,,,N,,N
MACHINE_MOLD,설비/S-PARTS,설비/S-PARTS,,,,N,,N
MACHINE_MOLD_STATUS,설비별S-PARTS상태,설비별S-PARTS상태,,,,Y,,N
MACHINE_NAME,설비명,설비명,,,,N,,N
MACHINE_NO,설비번호,설비번호,,,,N,,N
MACHINE_OPERATION_SEQUENCE,설비운행항번,설비운행항번,,,%,N,AVG,N
MACHINE_PLANNING,설비계획,설비계획,,,,N,,N
MACHINE_PM_MASTER,설비자주보전관리,설비자주보전관리,,,,N,,N
MACHINE_POSITION,포지션,포지션,,,,N,,N
MACHINE_QC_DATA_UPLOAD,설비검사데이터업로드,설비검사데이터업로드,,,,N,,N
MACHINE_REPAIR,설비수리,설비수리,,,,N,,N
MACHINE_REPAIR_HISTORY,설비수리이력,설비수리이력,,,,N,,N
MACHINE_REPAIR_HISTORY_MASTER,설비수리이력관리,설비수리이력관리,,,,N,,N
MACHINE_REPAIR_LIST,설비수리리스트,설비수리리스트,,,,N,,N
MACHINE_REPAIR_MASTER,설비수리관리,설비수리관리,,,,N,,N
MACHINE_REPAIR_REQUEST_MASTER,설비수리신청관리,설비수리신청관리,,,,N,,N
MACHINE_REPAIR_YN,설비수리유무,설비수리유무,,,,Y,,N
MACHINE_REPIAR_STATUS,설비수리상태,설비수리상태,,,,Y,,N
MACHINE_REPORT,설비리포트,설비리포트,,,,N,,N
MACHINE_REQUEST_WAIT_LIST,설비수리요청대기,설비수리요청대기,,,,N,,N
MACHINE_RUNNING_SEQUENCE,설비운행항번,설비운행항번,,,,N,,N
MACHINE_SPEC,설비규격,설비규격,,,,N,,N
MACHINE_ST,설비ST,설비ST,,,,N,,N
MACHINE_STATUS,설비상태,설비상태,,,,Y,,N
MACHINE_STATUS_CODE,@설비상태코드,@설비상태코드 (코드 값),,,,Y,,N
MACHINE_STATUS_DESCRIPTION,설비상태상세,설비상태상세,,,,Y,,N
MACHINE_STOP,설비정비,설비정비,,,,N,,N
MACHINE_STOP_COUNT,설비정지수,설비정지수,,,,N,"SUM,AVG",N
MACHINE_SYSTEM,Machine System,Machine System,,,,N,,N
MACHINE_TABLE,테이블,테이블,,,,N,,N
MACHINE_TOTAL,설비총계,설비총계,,,,N,"SUM,AVG",N
MACHINE_TPM_MASTER,설비보전관리,설비보전관리,,,,N,,N
MACHINE_TYPE,설비유형,설비유형,,,,Y,,N
MACHINE_TYPE_SELECT,현장선택관리,현장선택관리,,,,Y,,N
MAC_ADDRESS,MAC 주소,MAC 주소,,,,N,,N
MADE_BY,작업자,작업자,,,,N,,N
MAERIAL_MFS,자재제조번호,자재제조번호,,,,N,,N
MAGAZINE_BARCODE,매거진바코드,매거진바코드 (코드 값),,,,Y,,N
MAGAZINE_BOX_NO,매거진박스번호,매거진박스번호,,,,N,,N
MAGAZINE_CANCEL,매거진취소,매거진취소,,,,N,,N
MAGAZINE_DESTROY,매거진폐기,매거진폐기,,,,N,,N
MAGAZINE_HISTORY,매거진이력,매거진이력,,,,N,,N
MAGAZINE_INVENTORY_QUERY,매거진재고조회,매거진재고조회,,,,N,,N
MAGAZINE_LABEL,매거진라벨,매거진라벨,,,,N,,N
MAGAZINE_LABEL_HISTORY_QUERY,매거진라벨이력조회,매거진라벨이력조회,,,,N,,N
MAGAZINE_LABEL_MASTER,매거진라벨 발행,매거진라벨 발행,,,,N,,N
MAGAZINE_LABEL_NO,매거진라벨번호,매거진라벨번호,,,,N,,N
MAGAZINE_LABEL_QUERY,매거진라벨조회,매거진라벨조회,,,,N,,N
MAGAZINE_LABEL_SCAN,매거진라벨스캔,매거진라벨스캔,,,,N,,N
MAGAZINE_LABEL_SPLIT,매거진라벨분할,매거진라벨분할,,,,N,,N
MAGAZINE_LABEL_SPLIT_MASTER,매거진라벨 분할,매거진라벨 분할,,,,N,,N
MAGAZINE_LABEL_TYPE,@magazine_label_type,@magazine_label_type,,,,Y,,N
MAGAZINE_LIST,매거진리스트,매거진리스트,,,,N,,N
MAGAZINE_MASTER_QUERY,매거진마스터조회,매거진마스터조회,,,,N,,N
MAGAZINE_MATRIX,매거진(매트릭스),매거진(매트릭스),,,,N,,N
MAGAZINE_NO,매거진번호,매거진번호,,,,N,,N
MAGAZINE_NO_LENGTH,매거진번호자리수,매거진번호자리수,,,MM,N,,N
MAGAZINE_PID_MAPPING_MASTER,매거진-PID 매핑관리,매거진-PID 매핑관리,,,,N,,N
MAGAZINE_QUERY,메거진 번호 기준 이력조회,메거진 번호 기준 이력조회,,,,N,,N
MAGAZINE_RETURN,매거진반품,매거진반품,,,,N,,N
MAGAZINE_SIZE,매거진싸이즈,매거진싸이즈,,,,N,,N
MAGAZINE_SPLIT,매거진분할,매거진분할,,,,N,,N
MAGAZINE_SUB_TOTAL,매거진소계,매거진소계,,,,N,"SUM,AVG",N
MAGAZINE_SUMMARY,매거진합계,매거진합계,,,,N,"SUM,AVG",N
MAGAZINE_TRANSFER,매거진이동,매거진이동,,,,N,,N
MAGAZINE_WAIT_LIST,대거진대기리스트,대거진대기리스트,,,,N,,N
MAGNIFICATION,배율,배율,,,,N,,N
MAIN_CUSTOMER_CODE,주고객,주고객 (코드 값),,,,Y,,N
MAIN_FLASH_VERSION_MASTER,Main Flash 버젼관리,Main Flash 버젼관리,,,,N,,N
MAIN_ITEM,주로항목,주로항목,,,,N,,N
MAIN_MENU,메인메뉴,메인메뉴,,,,N,,N
MAIN_MICOM,MAIN MICOM,MAIN MICOM,,,,N,,N
MAIN_POWER,메인파워,메인파워,,,,N,,N
MAIN_ROUTING_YN,주라우팅YN,주라우팅YN,,,,Y,,N
MAIN_SUPPLIER_CODE,주공급상,주공급상 (코드 값),,,,Y,,N
MAIN_VENDOR_COUNT,공급상수량,공급상수량 (수량),,,,N,"SUM,AVG",N
MAIN_VENDOR_YN,주거래선YN,주거래선YN,,,,Y,,N
MAJORDIVISIONS,주구분,주구분,,,,Y,,N
MAKER,제작자,제작자,,,,N,,N
MAKER1,Maker1,Maker1,,,,N,,N
MAKER2,Maker2,Maker2,,,,N,,N
MAKER3,Maker3,Maker3,,,,N,,N
MAKER_SUPPLIER_CODE,제작처,제작처 (코드 값),,,,Y,,N
MAKER_SUPPLIER_NAME,제작처명,제작처명,,,,N,,N
MAKE_BARCODE,바코드생성,바코드생성 (코드 값),,,,Y,,N
MAKE_HISTORY,이력재성성,이력재성성,,,,N,,N
MAKE_MACHING,추적매칭결과생성,추적매칭결과생성,,,,N,,N
MAKS_CURRENT_HIT_VALUE,마스크사용횟수,마스크사용횟수,,,,N,,N
MAKS_INPUT_DATE,마스크투입시간,마스크투입시간 (날짜),,,,N,"MIN,MAX",N
MANAGE,관리,관리,,,,N,,N
MANAGEMENT,관리,관리,,,,N,,N
MANAGEMENT_COMMENTS,관리내역,관리내역,,,,N,,N
MANAGEMENT_COMMNETS,관리설명,관리설명,,,,N,,N
MANAGER,관리자,관리자,,,,N,,N
MANAGE_YN,관리유무,관리유무,,,,Y,,N
MANAUL_GROUP_NO,수동그룹번호,수동그룹번호,,,,N,,N
MANAUL_SLIP,수동전표,수동전표,,,,N,,N
MANAUL_SLIP_DIVIDE,수동슬립분할,수동슬립분할,,,,N,,N
MANUAL,수동처리,수동처리,,,,N,,N
MANUAL_COST,괸리원가,괸리원가,,,,N,,N
MANUAL_INPUT,수동입력,수동입력,,,,N,,N
MANUAL_INPUT_MATERIAL,PBA 자재투입관리,PBA 자재투입관리,,,,N,,N
MANUAL_INSERT_1,Manual Insert #1,Manual Insert #1,,,,N,,N
MANUAL_INSERT_1_JIG_ARRAY_SCAN,"Manual Insert #1 ( JIG, Array Scan )","Manual Insert #1 ( JIG, Array Scan )",,,,N,,N
MANUAL_INSERT_1_RUNCARD_MAPPING,Manual Insert #1 ( Runcard Mapping ),Manual Insert #1 ( Runcard Mapping ),,,,N,,Y
MANUAL_INSERT_2,Manual Insert #2,Manual Insert #2,,,,N,,N
MANUAL_INSERT_2_FWDN_VERSION_CHECK,Manual Insert #2 ( FWDN Version check ),Manual Insert #2 ( FWDN Version check ),,,,N,,N
MANUAL_INVOICE_NO,송장번호수동입력,송장번호수동입력,,,,N,,N
MANUAL_LABEL,수동발행,수동발행,,,,N,,N
MANUAL_LABEL_PRINT,수동라벨발행,수동라벨발행,,,,N,,N
MANUAL_LOCATION,메뉴얼위치,메뉴얼위치,,,,N,,N
MANUAL_LOCATION_COMMENT,메뉴얼위치,메뉴얼위치,,,,N,,N
MANUAL_PACK,포장완료처리,포장완료처리,,,,N,,N
MANUAL_PLAN,수동계획,수동계획,,,,N,,N
MANUAL_RUN_NO,수동롯트번호,수동롯트번호,,,,N,,N
MANUFACTDATE,MANUFACTDATE,MANUFACTDATE (날짜),,,,N,"MIN,MAX",N
MANUFACTURER,MANUFACTURER,MANUFACTURER,,,,N,,N
MANUFACTURE_DATE,제조일자,제조일자 (날짜),,,,N,"MIN,MAX",N
MANUFACTURE_LAEDTIME,제조리드타임,제조리드타임,,,,N,"MIN,MAX",N
MANUFACTURE_LEADTIME,제조리드타임,제조리드타임,,,,N,"MIN,MAX",N
MANUFACTURE_NO,제조번호,제조번호,,,,N,,N
MANUFACTURE_SEQ,제조번호,제조번호,,,,N,,N
MANUFACTURE_SEQUENCE,제조번호,제조번호,,,,N,,N
MANUFACTURE_WEEK,제조주차,제조주차,,,,N,,N
MANUFACTURING,제조,제조,,,,N,,N
MAOI,MAOI,MAOI,,,,N,,N
MAOI_RESULT_QUERY,MAOI Result Query,MAOI Result Query,,,,N,,N
MAPPING_LABEL,제품매핑라벨,제품매핑라벨,,,,N,,N
MAPPING_MODEL_NAME,납품 모델명,납품 모델명,,,,N,,N
MAPPING_SMD_LABEL,SMD 라벨매핑,SMD 라벨매핑,,,,N,,N
MAPPING_TEMP_LABEL,임시라벨매핑,임시라벨매핑,,,,N,,N
MAR,3월,3월,,,,N,,N
MAREA,Marea,Marea,,,,N,,N
MARGIN,여백,여백,,,,N,,N
MARGIN_UNIT,마진단위,마진단위,,,,N,,N
MARKET,마켓,마켓,,,,N,,N
MARKING,마킹,마킹,,,,N,,N
MARKING_CHECK_YN,마킹검사여부,마킹검사여부,,,,Y,,N
MARKING_CONDITION,대표바코드출력,대표바코드출력 (코드 값),,,,Y,,N
MARKING_DATE,마킹일자,마킹일자 (날짜),,,,N,"MIN,MAX",N
MARKING_DETAIL,마킹이력,마킹이력,,,,N,,N
MARKING_HISTORY_QUERY,마킹이력조회,마킹이력조회,,,,N,,N
MARKING_NO,마킹번호,마킹번호,,,,N,,N
MARKING_SUMMARY,마킹합계,마킹합계,,,,N,"SUM,AVG",N
MARKING_YN,마킹유무,마킹유무,,,,Y,,N
MASK,메탈마스크,메탈마스크,,,,N,,N
MASK_CHECK_DATE,마스크검사일자,마스크검사일자 (날짜),,,,N,"MIN,MAX",N
MASK_CHECK_HISTORY_QUERY,마스크검사이력조회,마스크검사이력조회,,,,N,,N
MASK_EXISTS,마스크존재여부,마스크존재여부,,,,N,,N
MASK_HIT_RATE,메탈마스크사용율,메탈마스크사용율,,,%,N,AVG,N
MASK_JIG_LOT_NO,마스크롯트번호,마스크롯트번호,,,,N,,N
MASK_LOT_NO,마스크롯트번호,마스크롯트번호,,,,N,,N
MASK_MASTER,메탈마스크관리,메탈마스크관리,,,,N,,N
MASK_TENSION_CHECK_MASTER,메탈마스크텐션관리,메탈마스크텐션관리,,,,N,,N
MASK_TENSION_MANUAL_CHECK_MASTER,메탈마스크텐션 수동 관리,메탈마스크텐션 수동 관리,,,,N,,N
MASS,양산,양산,,,,N,,N
MASS_COUNT,양산수량,양산수량 (수량),,,,N,"SUM,AVG",N
MASS_ISSUE_CANCEL_MASTER,양산출고취소마스타,양산출고취소마스타,,,,N,,N
MASS_ISSUE_HISTORY_LIST,양산출고이력리스트,양산출고이력리스트,,,,N,,N
MASS_ISSUE_LIST,양상출고리스트,양상출고리스트,,,,N,,N
MASS_ISSUE_MASTER,양산출고마스타,양산출고마스타,,,,N,,N
MASS_ISSUE_RETURN,출고반품(양산),출고반품(양산),,,,N,,N
MASS_MATERIAL_ARRIVAL_LIST,자재도착리스트,자재도착리스트,,,,N,,N
MASS_MATERIAL_REQUEST_LIST,양산자재신청리스트,양산자재신청리스트,,,,N,,N
MASS_MATERIAL_REQUEST_MASTER,양산자재신청,양산자재신청,,,,N,,N
MASS_REBALL_WAIT_RETURN,현장반품(리볼가능),현장반품(리볼가능),,,,N,,N
MASS_RETURN,현장반품,현장반품,,,,N,,N
MASS_WORK_ORDER_LIST,양산작업지시리스트,양산작업지시리스트,,,,N,,N
MASTER,마스터,마스터,,,,N,,N
MASTER_ASSEMBLY_PLAN,공정계획,공정계획,,,,N,,N
MASTER_ASSEMBLY_PLAN_FOR_DAILY_MFS,제번별반제품생상계획,제번별반제품생상계획,,,,N,,N
MASTER_MODEL_NAME,대표모델명,대표모델명,,,,N,,N
MASTER_OTHER_ISSUE_RETURN_BARCODE_MASTER,자재바코드출고반품,자재바코드출고반품 (코드 값),,,,Y,,N
MASTER_PLAN,생산계획리포트,생산계획,,,,N,,N
MASTER_PLAN_BY_ITEM_MATRIX,생산계획(품목매트릭스),생산계획(품목매트릭스),,,,N,,N
MASTER_PLAN_BY_MFS,생산계획(제번),생산계획(제번),,,,N,,N
MASTER_PLAN_BY_ORDER_NO,생산계획(고객주문번호),생산계획(고객주문번호),,,,N,,N
MASTER_PLAN_DESCRIPTION,생산계획상세설명,생산계획상세설명,,,,N,,N
MASTER_PLAN_FOR_DAILY_MFS,제번별생산계획,제번별생산계획,,,,N,,N
MASTER_PLAN_FOR_REQUIRMENT,총소요용 생산계획,총소요용 생산계획,,,,N,,N
MASTER_PLAN_HISTORY,제품생산계획이력,제품생산계획이력,,,,N,,N
MASTER_PLAN_LIST,계획리스트,계획리스트,,,,N,,N
MASTER_PLAN_LIST_MATRIX,제품생산계획(Matrix),제품생산계획(Matrix),,,,N,,N
MASTER_PLAN_LOT_CARD_LIST,LOT계획카드관리목록,LOT계획카드관리목록,,,,N,,Y
MASTER_PLAN_MATRIX,생산계획(매트릭스)리포트,생산계획(매트릭스)리포트,,,,N,,N
MASTER_PLAN_MATRIX_REPORT,생산계획(매트릭스)리포트,생산계획(매트릭스)리포트,,,,N,,N
MASTER_PLAN_REPORT,생산계획리포트,생산계획리포트,,,,N,,N
MASTER_SAMPLE_INPUT_LOG,마스터샘플검사이력,마스터샘플검사이력,,,,N,,N
MASTER_SAMPLE_PID,마스터샘플 PID,마스터샘플 PID,,,,N,,N
MASTER_SAMPLE_PID1,마스터샘플 PID1,마스터샘플 PID1,,,,N,,N
MASTER_SAMPLE_PID2,마스터샘플 PID2,마스터샘플 PID2,,,,N,,N
MASTER_SAMPLE_PID3,마스터샘플 PID3,마스터샘플 PID3,,,,N,,N
MASTER_SAMPLE_PIID1,마스터샘플 PID1,마스터샘플 PID1,,,,N,,N
MASTER_SUFFIX,마스터서픽스,마스터서픽스,,,,N,,N
MASTER_YN,Master Yn,Master Yn,,,,Y,,N
MATARIAL_SHIPPING_LIST,자재운송목록,자재운송목록,,,,N,,N
MATELMASK_BARCODE,메탈마스크바코드,메탈마스크바코드 (코드 값),,,,Y,,N
