column_name,korean_name,description,business_rule,sample_values,unit,is_code_column,aggregation_functions,is_sensitive
DISTRIBUTE_STATUS,배부상태,배부상태,,,,Y,,N
DISTRIBUTE_TYPE,배부유형,배부유형,,,,Y,,N
DISTRIBUTION,물류,물류,,,,N,,N
DISUSED_TERM_DAY,미사용기간(DAY),미사용기간(DAY),,,,N,,N
DISUSED_WHERE_CONDITION,조회조건,조회조건,,,,N,,N
DIV,@div,@div,,,,N,,N
DIVIDE,분할,분할,,,,N,,N
DIVIDE_REASON,분할사유,분할사유,,,,N,,N
DIVISION,@division,@division,,,,N,,N
DIVISIONVIEWOFF_SHIFT_B,구분보기종료	Shift+B,구분보기종료	Shift+B,,,,Y,,N
DIVISIONVIEWON_SHIFT_A,구분보기시작	Shift+A,구분보기시작	Shift+A,,,,Y,,N
DNP,Dnp,Dnp,,,,N,,N
DOC,문서보기,문서보기,,,,N,,N
DOCUMENT,승인원문서,승인원문서,,,,N,,N
DOCUMENTS,문서,문서,,,,N,,N
DOCUMENTS_MASTER,문서관리,문서관리,,,,N,,N
DOCUMENTS_QUERY,문서조회,문서조회,,,,N,,N
DOCUMENT_ATTACH_NAME,문서첨부화일명,문서첨부화일명,,,,N,,N
DOCUMENT_ATTACH_STATUS,문서첨무상태,문서첨무상태,,,,Y,,N
DOCUMENT_ATTACH_VERSION,문서첨부버젼,문서첨부버젼,,,,N,,N
DOCUMENT_ATTATCH,문서첨부,문서첨부,,,,N,,N
DOCUMENT_COMMENTS,문서설명,문서설명,,,,N,,N
DOCUMENT_DELETE,문서삭제,문서삭제,,,,N,,N
DOCUMENT_EXTENSION,문서확장자,문서확장자,,,,N,,N
DOCUMENT_FORM,문서양식,문서양식,,,,N,,N
DOCUMENT_FORM_ID,문서양식번호,문서양식번호,,,,N,,N
DOCUMENT_FORM_LIST,문서양식리스트,문서양식리스트,,,,N,,N
DOCUMENT_FORM_MANAGER,문서양식관리,문서양식관리,,,,N,,N
DOCUMENT_FORM_MASTER,문서양식관리,문서양식관리,,,,N,,N
DOCUMENT_FORM_NAME,문서양식명,문서양식명,,,,N,,N
DOCUMENT_GROUP,문서그룹,문서그룹,,,,N,,N
DOCUMENT_HISTORY,문서이력,문서이력,,,,N,,N
DOCUMENT_HISTORY_LIST,문서이력리스트,문서이력리스트,,,,N,,N
DOCUMENT_HISTORY_MASTER,문서이력관리,문서이력관리,,,,N,,N
DOCUMENT_KEYWORD,문서키워드,문서키워드,,,,N,,N
DOCUMENT_LIST,문서목록,문서목록,,,,N,,N
DOCUMENT_MASTER,문서관리,문서관리,,,,N,,N
DOCUMENT_NAME,문서명칭,문서명칭,,,,N,,N
DOCUMENT_NO,문서번호,문서번호,,,,N,,N
DOCUMENT_OWNER,문서소유자,문서소유자,,,,N,,N
DOCUMENT_OWNER_ID,문서소유자,문서소유자,,,,N,,N
DOCUMENT_PLIVILEGE,문서관리사용권한,문서관리사용권한,,,,N,,N
DOCUMENT_PRESERVATION,문서보관,문서보관,,,,N,,N
DOCUMENT_PRINT,문서출력,문서출력,,,,N,,N
DOCUMENT_PROCESS,문서처리,문서처리,,,,N,,N
DOCUMENT_SEQ,판본,판본,,,,N,,N
DOCUMENT_SIZE,문서크기,문서크기,,,,N,,N
DOCUMENT_STATUS,문서상태,문서상태,,,,Y,,N
DOCUMENT_SUMMARIZE,문서요약,문서요약,,,,N,"SUM,AVG",N
DOCUMENT_TITLE,문서타이틀,문서타이틀,,,,N,,N
DOCUMENT_VERSION,문서버젼,문서버젼,,,,N,,N
DOCUMNET_NAME,문서이름,문서이름,,,,N,,N
DOC_DELETE,문서삭제,문서삭제,,,,N,,N
DOC_EXTENSION,문서확장자,문서확장자,,,,N,,N
DOC_FILE_NAME,문서파일명,문서파일명,,,,N,,N
DOC_GROUP,문서그룹,문서그룹,,,,N,,N
DOC_ID,문서번호,문서번호,,,,N,,N
DOC_KEYWORD,문서키워드,문서키워드,,,,N,,N
DOC_NAME,문서명,문서명,,,,N,,N
DOC_OWNER_ID,문서소유자,문서소유자,,,,N,,N
DOC_PRESERVATION,문서보관,문서보관,,,,N,,N
DOC_SIZE,문서크기,문서크기,,,,N,,N
DOC_STATUS,문서상태,문서상태,,,,Y,,N
DOC_SUMMARIZE,문서요약,문서요약,,,,N,"SUM,AVG",N
DOC_TITLE,문서타이틀,문서타이틀,,,,N,,N
DOC_UPLOAD,문서업로드,문서업로드,,,,N,,N
DOC_VERSION,문서버변,문서버변,,,,N,,N
DOT_MAKING,Dot Making,Dot Making,,,,N,,N
DOT_MARKING,Dot Marking,Dot Marking,,,,N,,N
DOT_PRINT,DOT 프린트,DOT 프린트,,,,N,,N
DOUBLE_CLICK,더블클릭!!,더블클릭!!,,,,N,,N
DOWNLOAD_DOCUMENT,문서다운로드,문서다운로드,,,,N,,N
DO_ACTION,처리,처리,,,,N,,N
DO_NO,Do 번호,Do 번호,,,,N,,N
DO_QTY,DO수량,DO수량 (수량),,,EA,N,"SUM,AVG",N
DO_STATUS,납입지시상태,납입지시상태,,,,Y,,N
DO_SUM,DO합계,DO합계,,,,N,"SUM,AVG",N
DPU,Dpu,Dpu,,,,N,,N
DRAG,디레그,디레그,,,,N,,N
DRAG_TO_RIGHT_FROM_LEFT,왼쪽으로끌어놓기 !,왼쪽으로끌어놓기 !,,,,N,,N
DRAWING,도면,도면,,,,N,,N
DRAWING_COMMENT,도면설명,도면설명,,,,N,,N
DRAWING_DATE,도면작성일자,도면작성일자 (날짜),,,,N,"MIN,MAX",N
DRAWING_DIVISION,도면구분,도면구분,,,,Y,,N
DRAWING_FILE,도면관리,도면관리,,,,N,,N
DRAWING_GRADE,도면등급,도면등급,,,,N,,N
DRAWING_MANAGE,도면관리,도면관리,,,,N,,N
DRAWING_MASTER,도면관리마스터,도면관리,,,,N,,N
DRAWING_NO,도면번호,도면번호,,,,N,,N
DRAWING_QUERY,도면조회,도면조회,,,,N,,N
DRAWING_SEARCH,도면찾기,도면찾기,,,,N,,N
DRAWUP_YYMM,년월,년월,,,,N,,N
DRIVER,기사,기사,,,,N,,N
DRIVER_NAME,기사이름,기사이름,,,,N,,N
DROPSHIP_OSP,Dropship Osp,Dropship Osp,,,,N,,N
DR_ACCOUNT_CODE,차변계정코드,차변계정코드 (코드 값),,,,Y,"SUM,AVG",N
DR_AMT,차변금액,차변금액 (금액),,,KRW,N,"SUM,AVG",N
DR_BALANCE,차변발란스,차변발란스,,,,N,,N
DS,Ds,Ds,,,,N,,N
DT01,소득세,소득세,,,,N,,N
DTR,DTR,DTR,,,,N,,N
DTURN,Dturn,Dturn,,,,N,,N
DUAL_LANGUAGE,다국어,다국어,,,,N,,N
DUAL_LANGUAGE_LIST,다국어리스트,다국어리스트,,,,N,,N
DUAL_LANGUAGE_POPUP,언어관이,언어관이,,,,N,,N
DUAL_MESSAGE,다국어메시지,다국어메시지,,,,N,,N
DUAL_MESSAGE_LIST,다국어메시지리스트,다국어메시지리스트,,,,N,,N
DUAL_MONITOR,듀얼모니터,듀얼모니터,,,,N,,N
DUAL_MONITOR_X,듀얼모니터 x측,듀얼모니터 x측,,,,N,,N
DUE_DATE,납기일자,납기일자 (날짜),,,,N,"MIN,MAX",N
DUPULICATE,복사,복사,,,,N,,N
DUP_COUNT,중복건수,중복건수,,,,N,"SUM,AVG",N
DUP_QTY,중복수량,중복수량 (수량),,,EA,N,"SUM,AVG",N
DW_ID,데이타창ID,데이타창ID,,,,N,,N
DYNAMIC_FILTER,동적필터,동적필터,,,,Y,,N
DYNAMIC_RETRIEVE,동적조회,동적조회,,,,Y,,N
D_A_B_C,D=(A+B+C),D=(A+B+C),,,,N,,N
EA,EA,EA,,,,N,,N
EBELN,PO 번호,PO 번호,,,,N,,N
ECO,시방,시방,,,,N,,N
ECO_APPLY_YN,시방확정구분,시방확정구분,,,,Y,,N
ECO_CANCEL,설계변경취소,설계변경취소,,,,N,,N
ECO_CHECK_COMMENTS,시방체크설명,시방체크설명,,,,N,,N
ECO_CHECK_YN,시방체크여부,시방체크여부,,,,Y,,N
ECO_COMMENTS,Eco 설명,Eco 설명,,,,N,,N
ECO_CONFIRM,설계변경확정,설계변경확정,,,,N,,N
ECO_DATE,Eco 일자,Eco 일자 (날짜),,,,N,"MIN,MAX",N
ECO_DETAIL,ECO 상세입,ECO 상세입,,,,N,,N
ECO_DIVISION,Eco 구분,Eco 구분,,,,Y,,N
ECO_HISTORY,Eco 이력,Eco 이력,,,,N,,N
ECO_HISTORY_MASTER,ECO 이력관리,ECO 이력관리,,,,N,,N
ECO_HISTORY_QUERY,ECO 이력조회,ECO 이력조회,,,,N,,N
ECO_ITEM_CODE,ECO 품목코드,ECO 품목코드 (코드 값),,,,Y,,N
ECO_ITEM_COUNT,ECO건수,ECO건수,,,,N,"SUM,AVG",N
ECO_ITEM_YN,시방변경품유무,시방변경품유무,,,,Y,,N
ECO_MANAGE,설계시방관리,설계시방관리,,,,N,,N
ECO_MAST,ECO 관리,ECO 관리,,,,N,,N
ECO_MASTER,ECO 관리,ECO 관리,,,,N,,N
ECO_MASTER_LIST,설계변경목록,설계변경목록,,,,N,,N
ECO_NO,설계변경번호,설계변경번호,,,,N,,N
ECO_NOTIFY_MASTER,품질알림관리,품질알림관리,,,,N,,N
ECO_POINT,Eco Point,Eco Point,,,,N,,N
ECO_QUERY,ECO 조회,ECO 조회,,,,N,,N
ECO_REASON,Eco 사유,Eco 사유,,,,N,,N
ECO_REASON_CODE,시방사유코드,시방사유코드 (코드 값),,,,Y,,N
ECO_STATUS,Eco 상태,Eco 상태,,,,Y,,N
ECO_TYPE,Eco 타입,Eco 타입,,,,Y,,N
ECO_WORK_NO,ECO NO,ECO NO,,,,N,,N
EC_NO,시방번호,시방번호,,,,N,,N
EDI,수책,수책,,,,N,,N
EDIT,수정,수정,,,,N,,N
EDITMASK,수정컬럼,수정컬럼,,,,N,,N
EDIT_DOCUMENT,문서수정,문서수정,,,,N,,N
EDIT_MODE,수정모드,수정모드,,,,N,,N
EDIT_MODE_OFF,수정모드끄기,수정모드끄기,,,,N,,N
EDIT_MODE_ON,수정모드켜기,수정모드켜기,,,,N,,N
EDIT_TEXT,문자수정,문자수정,,,,N,,N
EDIT_WINDOW_CTRL_E,편집창	Ctrl+E,편집창	Ctrl+E,,,,N,,N
EDI_BOM,BOM관리,BOM관리,,,,N,,N
EDI_BOM_LIST,EDI BOM 리스트,EDI BOM 리스트,,,,N,,N
EDI_CHANGE,변경관리,변경관리,,,,N,,N
EDI_CHANGE_REQUEST_REPORT,수책변경신청표,수책변경신청표,,,,N,,N
EDI_CHANGE_REQUEST_REPORT1,계약변경신청표(1),계약변경신청표(1),,,,N,,N
EDI_CHANGE_REQUEST_REPORT2,계약변경신청표(2),계약변경신청표(2),,,,N,,N
EDI_CHANGE_REQUEST_REPORT_LIST,수책변경신청리스트,수책변경신청리스트,,,,N,,N
EDI_CLOSE,핵소관리,핵소관리,,,,N,,N
EDI_CLOSE_REQUEST_REPORT,핵소신청표,핵소신청표,,,,N,,N
EDI_CLOSE_REQUEST_REPORT1,기업핵소신청서(표지),기업핵소신청서(표지),,,,N,,N
EDI_CLOSE_REQUEST_REPORT2,핵소신청서,핵소신청서,,,,N,,N
EDI_CLOSE_REQUEST_REPORT_LIST,핵소신청리스트,핵소신청리스트,,,,N,,N
EDI_CONTRACT,계약관리,계약관리,,,,N,,N
EDI_CONTRACT_LIST,계약리스트,계약리스트,,,,N,,N
EDI_ENTRY,통관관리,통관관리,,,,N,,N
EDI_ENTRY_LIST,통관리스트,통관리스트,,,,N,,N
EDI_EXPORT,수출 실적관리,수출 실적관리,,,,N,,N
EDI_EXPORT_PLAN,수출계획,수출계획,,,,N,,N
EDI_IMPORT,도입 실적관리,도입 실적관리,,,,N,,N
EDI_IMPORT_PLAN,도입계획,도입계획,,,,N,,N
EDI_INVENTORY_CLOSE,Edi 재고마감,Edi 재고마감,,,,N,,N
EDI_INVENTORY_CLOSE_LIST,EDI 재고마감리스트,EDI 재고마감리스트,,,,N,,N
EDI_INVENTORY_CLOSE_MASTER,EDI 재고마감관리,EDI 재고마감관리,,,,N,,N
EDI_INVENTORY_CLOSE_REPORT,EDI 재고마감리포트,EDI 재고마감리포트,,,,N,,N
EDI_MASTER,수책관리,수책관리,,,,N,,N
EDI_MASTER_LIST,수책리스트,수책리스트,,,,N,,N
EDI_MASTER_REQUEST_REPORT,수책신청표,수책신청표,,,,N,,N
EDI_MASTER_REQUEST_REPORT1,표1: 가공계약등기신청표,표1: 가공계약등기신청표,,,,N,,N
EDI_MASTER_REQUEST_REPORT3,표3: 도입재료등기신청표,표3: 도입재료등기신청표,,,,N,,N
EDI_MASTER_REQUEST_REPORT4,표4: 가공수출제품등기신청표,표4: 가공수출제품등기신청표,,,,N,,N
EDI_MASTER_REQUEST_REPORT5,표5: BOM등기신청표,표5: BOM등기신청표,,,,N,,N
EDI_MASTER_REQUEST_REPORT_LIST,수책신청표리스트,수책신청표리스트,,,,N,,N
EDI_REQUEST_NO,등기신청번호,등기신청번호,,,,N,,N
EDI_SCRAP,스크랩관리,스크랩관리,,,,N,,N
EDI_SUMMARY_REPORT,수책통계표,수책통계표,,,,N,"SUM,AVG",N
EFFICIENCY,효율,효율,,,,N,,N
EFFICIENT,효율,효율,,,,N,,N
EFFICIENT_RATE,효율,효율,,,%,N,AVG,N
EFF_RATE,효율,효율,,,%,N,AVG,N
EHMS_STATUS,Ehms Status,Ehms Status,,,,Y,,N
EHMS_YN,Ehms Yn,Ehms Yn,,,,Y,,N
EIS,경영정보,경영정보,,,,N,,N
ELEVATION,고도(높이),고도(높이),,,,N,,N
EMAIL_ADDRESS,전자메일주소,전자메일주소,,,,N,,N
EMPLOYEE_QTY,직원수,직원수 (수량),,,EA,N,"SUM,AVG",N
EMPLOYEE_QUERY,직원명부,직원명부,,,,N,,N
EMPNO,사번,사번,,,,N,,N
EMPTY,빈자리,빈자리,,,,N,,N
EMP_CODE,사번,사번 (코드 값),,,,Y,,N
EMP_NAME,이름,이름,,,,N,,N
EMS_1_NOTE_SUBNOTE_SHEET,본수책 1본 이월   분리수책,본수책 1본 이월   분리수책,,,,N,,N
EMS_AGREEMENT_NO,합의서번호,합의서번호,,,,N,,N
EMS_APPROVAL_CHARGE,심사비준인,심사비준인,,,,N,,N
EMS_APPROVAL_DATE,심사비준일,심사비준일 (날짜),,,,N,"MIN,MAX",N
EMS_APPROVAL_NO,비준문서번호,비준문서번호,,,,N,,N
EMS_BOM_SEQ,BOM버전,BOM버전,,,,N,,N
EMS_CANCEL_TAX,취소세액,취소세액,,,,N,,N
EMS_CHANGE_DATE,변경일,변경일 (날짜),,,,N,"MIN,MAX",N
EMS_CHANGE_DESC,변경전,변경전,,,,N,,N
EMS_CHANGE_DESC_NEW,변경후,변경후,,,,N,,N
EMS_CHANGE_KIND,변경유형,변경유형,,,,Y,,N
EMS_CHANGE_REASON,변경원인,변경원인,,,,N,,N
EMS_CHANGE_REQUEST_DATE,신청일,신청일 (날짜),,,,N,"MIN,MAX",N
EMS_CHANGE_TITLE,변경전/후,변경전/후,,,,N,,N
EMS_CHANGE_TYPE,변경내용,변경내용,,,,Y,,N
EMS_CHARGE,담당자,담당자,,,,N,,N
EMS_CLOSE_DATE,핵소일,핵소일 (날짜),,,,N,"MIN,MAX",N
EMS_CLOSE_FOOTER_SUB_TITLE1,자투리/부산품/손실물품현황,자투리/부산품/손실물품현황,,,,N,,N
EMS_CLOSE_FOOTER_SUB_TITLE2,핵소신청근거서류,핵소신청근거서류,,,,N,,N
EMS_CLOSE_FOOTER_SUB_TITLE3,납세현황,납세현황,,,,N,,N
EMS_CLOSE_FOOTER_SUB_TITLE4,"상기내용은 사실과 다르지 아니하며, 만약 다른경우 본회사 책임임.","상기내용은 사실과 다르지 아니하며, 만약 다른경우 본회사 책임임.",,,,N,,N
EMS_CLOSE_REQUEST_CHARGE,신청인,신청인,,,,N,,N
EMS_CLOSE_REQUEST_DATE,신청일,신청일 (날짜),,,,N,"MIN,MAX",N
EMS_COLLECT_RATE,징세비율,징세비율,,,%,N,AVG,N
EMS_CONTRACT_VALIDITY,계약유효기,계약유효기,,,,N,,N
EMS_CONT_DATE,계약일자,계약일자 (날짜),,,,N,"MIN,MAX",N
EMS_CONT_NO,계약번호,계약번호,,,,N,,N
EMS_CONT_NOS,계약차수,계약차수,,,,N,,N
EMS_CONV_RATE,환산율,환산율,,,%,N,AVG,N
EMS_COUNT,수책수량,수책수량 (수량),,,,N,"SUM,AVG",N
EMS_CUSTOMS_TAX,통관세액,통관세액,,,,N,,N
EMS_DATE_END,수책종료일,수책종료일 (날짜),,,,N,"MIN,MAX",N
EMS_DATE_START,수책시작일,수책시작일 (날짜),,,,N,"MIN,MAX",N
EMS_DELIVERY,납기,납기,,,,N,,N
EMS_DOMESTIC_RATE,내수비율,내수비율,,,%,N,AVG,N
EMS_ENTRY_COUNT,통관문서수량,통관문서수량 (수량),,,,N,"SUM,AVG",N
EMS_ENTRY_DATE,통관일자,통관일자 (날짜),,,,N,"MIN,MAX",N
EMS_ENTRY_NO,통관번호,통관번호,,,,N,,N
EMS_ENTRY_TAX,부가세액,부가세액,,,,N,,N
EMS_ETC_COUNT,기타근거,기타근거,,,,N,"SUM,AVG",N
EMS_EXP,상품,상품,,,,N,,N
EMS_EXPORT,수출,수출,,,,N,,N
EMS_EXP_AMT,수출금액,수출금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_AMT_ADD,수출금액(추가),수출금액(추가) (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_AMT_REAL,실수출액,실수출액 (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_CONT_NO,수출계약번호,수출계약번호,,,,N,,N
EMS_EXP_CURRENCY,수출화폐,수출화폐,,,,N,,N
EMS_EXP_ENTRYS,수출통관문서수,수출통관문서수,,,,N,,N
EMS_EXP_ENTRY_NO,수출통관번호,수출통관번호,,,,N,,N
EMS_EXP_ITEMS,제품항목수,제품항목수,,,,N,,N
EMS_EXP_PLAN_AMT,수출금액(계획),수출금액(계획) (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_PLAN_AMT_ADD,수출계획금액(추가),수출계획금액(추가) (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_PLAN_QTY,수출수량(계획),수출수량(계획) (수량),,,EA,N,"SUM,AVG",N
EMS_EXP_PLAN_QTY_ADD,수출계획수량(추가),수출계획수량(추가) (수량),,,EA,N,"SUM,AVG",N
EMS_EXP_PLAN_SEQ,수출계획버전,수출계획버전,,,,N,,N
EMS_EXP_QTY,수출수량,수출수량 (수량),,,EA,N,"SUM,AVG",N
EMS_EXP_QTY_ADD,수출수량(추가),수출수량(추가) (수량),,,EA,N,"SUM,AVG",N
EMS_EXP_REMAIN,상품잔량,상품잔량,,,,N,,N
EMS_EXP_SEQ,수출버전,수출버전,,,,N,,N
EMS_EXP_TRANS_FROM,상품전입차수,상품전입차수,,,,N,,N
EMS_EXP_TRANS_FROM_AMT,상품전입금액,상품전입금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_EXP_TRANS_TO,상품전출차수,상품전출차수,,,,N,,N
EMS_EXP_TRANS_TO_AMT,상품전출금액,상품전출금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_IE_TYPE,수출구분,수출구분,,,,Y,,N
EMS_IMPORT,도입,도입,,,,N,,N
EMS_IMP_AMT,도입금액,도입금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_AMT_ADD,도입금액(추가),도입금액(추가) (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_AMT_REAL,실도입액,실도입액 (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_CONT_NO,도입계약번호,도입계약번호,,,,N,,N
EMS_IMP_CURRENCY,도입화폐,도입화폐,,,,N,,N
EMS_IMP_ENTRYS,도입통관문서수,도입통관문서수,,,,N,,N
EMS_IMP_ENTRY_NO,도입통관번호,도입통관번호,,,,N,,N
EMS_IMP_ITEMS,원료항목수,원료항목수,,,,N,,N
EMS_IMP_PLAN_AMT,도입금액(계획),도입금액(계획) (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_PLAN_AMT_ADD,도입계획금액(추가),도입계획금액(추가) (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_PLAN_QTY,도입수량(계획),도입수량(계획) (수량),,,EA,N,"SUM,AVG",N
EMS_IMP_PLAN_QTY_ADD,도입계획수량(추가),도입계획수량(추가) (수량),,,EA,N,"SUM,AVG",N
EMS_IMP_PLAN_SEQ,도입계획버전,도입계획버전,,,,N,,N
EMS_IMP_QTY,도입수량,도입수량 (수량),,,EA,N,"SUM,AVG",N
EMS_IMP_QTY_ADD,도입수량(추가),도입수량(추가) (수량),,,EA,N,"SUM,AVG",N
EMS_IMP_REMAIN,원료잔량,원료잔량,,,,N,,N
EMS_IMP_SEQ,도입버전,도입버전,,,,N,,N
EMS_IMP_TRANS_FROM,원료전입차수,원료전입차수,,,,N,,N
EMS_IMP_TRANS_FROM_AMT,원료전입금액,원료전입금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_IMP_TRANS_TO,원료전출차수,원료전출차수,,,,N,,N
EMS_IMP_TRANS_TO_AMT,원료전출금액,원료전출금액 (금액),,,KRW,N,"SUM,AVG",N
EMS_INSU,보험,보험,,,,N,,N
EMS_ITEM_QTY,총소요량,총소요량 (수량),,,EA,N,"SUM,AVG",N
EMS_ITEM_SEQ,순번,순번,,,,N,,N
EMS_ITEM_SEQ_IMP,순번,순번,,,,N,,N
EMS_ITEM_UNIT_QTY,단위소요량,단위소요량 (수량),,,EA,N,"SUM,AVG",N
EMS_LAST_YN,최종여부,최종여부,,,,Y,,N
EMS_LICENSE_NO,허가증번호,허가증번호,,,,N,,N
EMS_LOSS_RATE_IMMAT,무형손실,무형손실,,,%,N,AVG,N
EMS_LOSS_RATE_MAT,유형손실,유형손실,,,%,Y,AVG,N
EMS_MANAGE_AMT,관리비,관리비 (금액),,,KRW,N,"SUM,AVG",N
EMS_MASTER_FOOTER_TEXT,추가설명(필히 수기기록),추가설명(필히 수기기록),,,,N,,N
EMS_NAME_AND_SPEC,품명/규격,품명/규격,,,,N,,N
EMS_NO,@ems_번호,@ems_번호,,,,N,,N
EMS_NO_CHANGE,수책번호변경,수책번호변경,,,,N,,N
EMS_PACKING,팩킹,팩킹,,,,N,,N
EMS_PAGS,항,항,,,,N,,N
EMS_PAYMENT,결제,결제,,,,N,,N
EMS_PROCESS_METHOD,처리방식,처리방식,,,,N,,N
EMS_REMARKS,주석,주석,,,,N,,N
EMS_REQUEST_CHARGE,신청인,신청인,,,,N,,N
EMS_REQUEST_DATE,신청일,신청일 (날짜),,,,N,"MIN,MAX",N
EMS_SCRAP_SEQ,스크랩버전,스크랩버전,,,,N,,N
EMS_SEQ,수책버전,수책버전,,,,N,,N
EMS_SHIPMENT,선적,선적,,,,N,,N
EMS_STATISTICS_PLAN_ACTUAL_REMAIN,수책현황(계획/실적/잔량),수책현황(계획/실적/잔량),,,,N,,N
EMS_STATISTICS_SCRAP,수책현황(스크랩),수책현황(스크랩),,,,N,,N
EMS_TERMS,무역방식,무역방식,,,,N,,N
ENCODING,인코딩,인코딩,,,,N,,N
END_DATE,완료일자,완료일자 (날짜),,,,N,"MIN,MAX",N
END_TIME,종료시간,종료시간,,,,N,"MIN,MAX",N
ENGINEER,엔지니어,엔지니어,,,,N,,N
ENGINNERING_BOM_REPORT,BOM관리리포트,BOM관리리포트,,,,N,,N
ENGINNERING_BOM_WITH_PRICE_REPORT,기술BOM(단가있다)리포트,기술BOM(단가있다)리포트,,,KRW,N,,N
ENGLISH,영어,영어,,,,N,,N
ENGLISH_DOCUMENT,영문문서,영문문서,,,,N,,N
ENGLISH_ORIGIN_TEXT,영어문자,영어문자,,,,N,,N
ENGLISH_TEXT,영어,영어,,,,N,,N
ENG_BOM,설계 BOM,설계 BOM,,,,N,,N
ENG_BOM_CONFIRM,설계BOM승인,설계BOM승인,,,,N,,N
ENG_BOM_MASTER,설계BOM관리,설계BOM관리,,,,N,,N
ENG_BOM_REPLACE_MASTER,대체BOM관리,대체BOM관리,,,,N,,N
ENTERED_BY,등록자,등록자,,,,N,,N
ENTER_BY,Enter By:,등록자,,,,N,,N
ENTER_DATE,Enter Date:,등록일자 (날짜),,,,N,"MIN,MAX",N
ENTER_TO_TAB_OFF,엔터키탭처럼사용안함,엔터키탭처럼사용안함,,,,N,,N
ENTER_TO_TAB_ON,엔터키탭처럼사용,엔터키탭처럼사용,,,,N,,N
ENTER_VOUCHER,전표등록,전표등록,,,,N,,N
ENVIRONMENT_MANAGER,환경관리,환경관리,,,,N,,N
EOL,EOL,EOL,,,,N,,N
EOL_RESULT_QUERY,EOL 검사결과조회,EOL 검사결과조회,,,,N,,N
EOP,EOP,EOP,,,,N,,N
EPASS,생산실적(E-Pass),생산실적(E-Pass),,,,N,,N
EPASS_SN,EPass 번호,EPass 번호,,,,N,,N
EPOXY_INPUT_HISTORY,에폭시 사용이력,에폭시 사용이력,,,,N,,N
EPOXY_RCEIPT_ISSUE_QUERY,에폭시 입출 이력,에폭시 입출 이력,,,,N,,N
EPOXY_RECEIPT_ISSUE_QUERY,EPOXY 입출고이력조회,EPOXY 입출고이력조회,,,,N,,N
EQIPMENT_MASTER,설비관리,설비관리,,,,N,,N
EQUIPMENTID,장비ID,장비ID,,,,N,,N
EQUIPMENT_CONFIRM_DATE,수정일자,수정일자 (날짜),,,,N,"MIN,MAX",N
EQUIPMENT_CONFIRM_LOCATION,수정처,수정처,,,,N,,N
EQUIPMENT_CONFIRM_NO,수정번호,수정번호,,,,N,,N
EQUIPMENT_CONFIRM_VALID_DATE,재수정기간,재수정기간 (날짜),,,,N,"MIN,MAX",N
EQUIPMENT_CONFIRM_YN,수정유무,수정유무,,,,Y,,N
EQUIPMENT_DEPARTMENT_CODE,사용부서,사용부서 (코드 값),,,,Y,,N
EQUIPMENT_DETAIL_LIST,설비상세리스트,설비상세리스트,,,,N,,N
EQUIPMENT_LIST,검사설비리스트,검사설비리스트,,,,N,,N
EQUIPMENT_MODEL_NO,설비모델명,설비모델명,,,,N,,N
EQUIPMENT_NAME,설비명,설비명,,,,N,,N
EQUIPMENT_NUMBER,설비번호,설비번호,,,,N,,N
EQUIPMENT_PORT,설비통신포트,설비통신포트,,,,N,,N
EQUIPMENT_STATUS,검사설비상태,검사설비상태,,,,Y,,N
EQUIPMENT_VENDOR_NAME,설비제조사,설비제조사,,,,N,,N
ERP_ITEM_NAME,ERP 품명,ERP 품명,,,,N,,N
ERP_ITEM_SPEC,ERP 규격,ERP 규격,,,,N,,N
ERP_I_F_CHECK_ITEM_BOM,"ERP I/F 체크 ( ITEM, BOM )","ERP I/F 체크 ( ITEM, BOM )",,,,N,,N
ERP_OPTION,ERP 팀별관리,ERP 팀별관리,,,,N,,N
ERP_SMT_CAOMPARISION,ERP BOM 과 피더비교,ERP BOM 과 피더비교,,,,N,,N
ERP_SYSTEM,ERP 시스템,ERP 시스템,,,,N,,N
ERP_SYSTEM_CLOSE_OPEN,ERP 시스템 열기/닫기,ERP 시스템 열기/닫기,,,,N,,N
ERROR,오류,오류,,,,N,,N
ERRORNUMBER,오류번호,오류번호,,,,N,,N
ERROR_ACTIVE_DATE,에러발생일자,에러발생일자 (날짜),,,,N,"MIN,MAX",N
ERROR_CONTENTS_REGISTRATION,오류내역등록,오류내역등록,,,%,N,AVG,N
ERROR_MESSAGE,오류메세지,오류메세지,,,,N,,N
ERROR_RATE,오류율,오류율,,,%,N,AVG,N
ESD_CHECK_CYCLE,유해물질점검주기,유해물질점검주기,,,,N,,N
ESD_RESULT_QUERY,ESD 검사결과조회,ESD 검사결과조회,,,,N,,N
